id_documento,id_siniestro,tipo_documento,entregado,legible,inconsistencia_detectada,adulteracion_confirmada,archivo_pdf,fecha_emision,observacion
DOC-0304,SIN-0124,Parte policial,False,False,False,False,,2024-09-28,Documento no entregado
DOC-0305,SIN-0124,Fotografías del daño,False,False,False,False,,2024-09-29,Documento no entregado
DOC-0306,SIN-0124,Denuncia policial,False,False,False,False,,2024-09-28,Documento no entregado
DOC-0307,SIN-0125,Parte policial,False,False,False,False,,2024-12-05,Documento no entregado
DOC-0308,SIN-0125,Factura de reparación,False,False,False,False,,2024-12-05,Documento no entregado
DOC-0309,SIN-0126,Denuncia policial,False,False,False,False,,2024-11-11,Documento no entregado
DOC-0310,SIN-0126,Informe técnico,False,False,False,False,,2024-11-14,Documento no entregado
DOC-0311,SIN-0126,Factura de reparación,False,False,False,False,,2024-11-14,Documento no entregado
DOC-0312,SIN-0127,Parte policial,False,False,False,False,,2024-10-22,Documento no entregado
DOC-0313,SIN-0127,Peritaje,False,False,False,False,,2024-10-19,Documento no entregado
DOC-0314,SIN-0127,Factura de reparación,False,False,False,False,,2024-10-22,Documento no entregado
DOC-0315,SIN-0128,Fotografías del daño,False,False,False,False,,2024-04-21,Documento no entregado
DOC-0316,SIN-0128,Factura de reparación,False,False,False,False,,2024-04-21,Documento no entregado
DOC-0317,SIN-0128,Peritaje,False,False,False,False,,2024-04-23,Documento no entregado
DOC-0318,SIN-0129,Fotografías del daño,False,False,False,False,,2025-04-24,Documento no entregado
DOC-0319,SIN-0129,Parte policial,False,False,False,False,,2025-04-23,Documento no entregado
DOC-0320,SIN-0129,Peritaje,False,False,False,False,,2025-04-25,Documento no entregado
DOC-0321,SIN-0130,Parte policial,False,False,False,False,,2024-03-18,Documento no entregado
DOC-0322,SIN-0130,Fotografías del daño,False,False,False,False,,2024-03-13,Documento no entregado
DOC-0323,SIN-0130,Denuncia policial,False,False,False,False,,2024-03-17,Documento no entregado
DOC-0324,SIN-0131,Denuncia policial,False,False,False,False,,2025-05-04,Documento no entregado
DOC-0325,SIN-0131,Peritaje,False,False,False,False,,2025-05-01,Documento no entregado
DOC-0326,SIN-0132,Denuncia policial,False,False,False,False,,2024-05-19,Documento no entregado
DOC-0327,SIN-0132,Fotografías del daño,False,False,False,False,,2024-05-19,Documento no entregado
DOC-0328,SIN-0133,Denuncia policial,False,False,False,False,,2024-10-20,Documento no entregado
DOC-0329,SIN-0133,Factura de reparación,False,False,False,False,,2024-10-15,Documento no entregado
DOC-0330,SIN-0134,Historia clínica,False,False,False,False,,2025-06-15,Documento no entregado
DOC-0331,SIN-0134,Orden médica,False,False,False,False,,2025-06-18,Documento no entregado
DOC-0332,SIN-0135,Peritaje,False,False,False,False,,2025-07-06,Documento no entregado
DOC-0333,SIN-0135,Fotografías del daño,False,False,False,False,,2025-07-06,Documento no entregado
DOC-0334,SIN-0135,Parte policial,False,False,True,False,,2025-07-07,Documento no entregado
DOC-0335,SIN-0136,Parte policial,False,False,False,False,,2025-06-06,Documento no entregado
DOC-0336,SIN-0136,Denuncia policial,False,False,False,False,,2025-06-09,Documento no entregado
DOC-0337,SIN-0137,Fotografías del daño,False,False,False,False,,2025-02-21,Documento no entregado
DOC-0338,SIN-0137,Parte policial,False,False,False,False,,2025-02-24,Documento no entregado
DOC-0339,SIN-0137,Peritaje,False,False,False,False,,2025-02-22,Documento no entregado
DOC-0340,SIN-0138,Fotografías del daño,False,False,False,False,,2024-12-19,Documento no entregado
DOC-0341,SIN-0138,Denuncia policial,False,False,False,False,,2024-12-19,Documento no entregado
DOC-0342,SIN-0138,Factura de reparación,False,False,False,False,,2024-12-20,Documento no entregado
DOC-0343,SIN-0139,Denuncia policial,False,False,False,False,,2024-10-22,Documento no entregado
DOC-0344,SIN-0139,Fotografías,False,False,False,False,,2024-10-27,Documento no entregado
DOC-0345,SIN-0139,Informe técnico,False,False,False,False,,2024-10-28,Documento no entregado
DOC-0346,SIN-0140,Historia clínica,False,False,False,False,,2024-07-11,Documento no entregado
DOC-0347,SIN-0140,Exámenes,False,False,False,False,,2024-07-10,Documento no entregado
DOC-0348,SIN-0141,Denuncia policial,False,False,False,False,,2025-01-26,Documento no entregado
DOC-0349,SIN-0141,Parte policial,False,False,False,False,,2025-01-29,Documento no entregado
DOC-0350,SIN-0142,Exámenes,False,False,False,False,,2025-05-06,Documento no entregado
DOC-0351,SIN-0142,Historia clínica,False,False,False,False,,2025-05-05,Documento no entregado
DOC-0352,SIN-0143,Parte policial,False,False,False,False,,2024-03-09,Documento no entregado
DOC-0353,SIN-0143,Factura de reparación,False,False,False,False,,2024-03-12,Documento no entregado
DOC-0354,SIN-0143,Peritaje,False,False,False,False,,2024-03-07,Documento no entregado
DOC-0355,SIN-0144,Peritaje,False,False,False,False,,2024-11-12,Documento no entregado
DOC-0356,SIN-0144,Fotografías del daño,False,False,True,False,,2024-11-16,Documento no entregado
DOC-0357,SIN-0144,Parte policial,False,False,False,False,,2024-11-17,Documento no entregado
DOC-0358,SIN-0145,Peritaje,False,False,False,False,,2024-03-24,Documento no entregado
DOC-0359,SIN-0145,Factura de reparación,False,False,False,False,,2024-03-26,Documento no entregado
DOC-0360,SIN-0145,Fotografías del daño,False,False,False,False,,2024-03-26,Documento no entregado
DOC-0361,SIN-0146,Fotografías del daño,False,False,False,False,,2024-08-16,Documento no entregado
DOC-0362,SIN-0146,Denuncia policial,False,False,False,False,,2024-08-12,Documento no entregado
DOC-0363,SIN-0147,Denuncia policial,False,False,False,False,,2024-01-21,Documento no entregado
DOC-0364,SIN-0147,Informe técnico,False,False,False,False,,2024-01-22,Documento no entregado
DOC-0365,SIN-0148,Peritaje,False,False,False,False,,2024-05-15,Documento no entregado
DOC-0366,SIN-0148,Denuncia policial,False,False,False,False,,2024-05-19,Documento no entregado
DOC-0367,SIN-0149,Peritaje,False,False,False,False,,2024-10-18,Documento no entregado
DOC-0368,SIN-0149,Fotografías del daño,False,False,False,False,,2024-10-17,Documento no entregado
DOC-0369,SIN-0149,Denuncia policial,False,False,False,False,,2024-10-18,Documento no entregado
DOC-0370,SIN-0150,Orden médica,False,False,False,False,,2024-11-19,Documento no entregado
DOC-0371,SIN-0150,Exámenes,False,False,False,False,,2024-11-24,Documento no entregado
DOC-0372,SIN-0150,Factura hospitalaria,False,False,False,False,,2024-11-25,Documento no entregado
DOC-0373,SIN-0151,Parte policial,False,False,False,False,,2024-06-22,Documento no entregado
DOC-0374,SIN-0151,Fotografías del daño,False,False,False,False,,2024-06-22,Documento no entregado
DOC-0375,SIN-0152,Factura de reparación,False,False,True,False,,2024-04-12,Documento no entregado
DOC-0376,SIN-0152,Parte policial,False,False,False,False,,2024-04-07,Documento no entregado
DOC-0377,SIN-0153,Denuncia policial,False,False,False,False,,2024-11-26,Documento no entregado
DOC-0378,SIN-0153,Informe técnico,False,False,False,False,,2024-11-30,Documento no entregado
DOC-0379,SIN-0153,Fotografías,False,False,False,False,,2024-11-24,Documento no entregado
DOC-0380,SIN-0154,Fotografías del daño,False,False,False,False,,2024-05-07,Documento no entregado
DOC-0381,SIN-0154,Peritaje,False,False,False,False,,2024-05-08,Documento no entregado
DOC-0382,SIN-0155,Factura de reparación,False,False,False,False,,2024-07-29,Documento no entregado
DOC-0383,SIN-0155,Peritaje,False,False,False,False,,2024-07-30,Documento no entregado
DOC-0384,SIN-0155,Denuncia policial,False,False,False,False,,2024-07-30,Documento no entregado
DOC-0385,SIN-0156,Historia clínica,False,False,False,False,,2025-02-27,Documento no entregado
DOC-0386,SIN-0156,Orden médica,False,False,False,False,,2025-02-27,Documento no entregado
DOC-0387,SIN-0156,Exámenes,False,False,False,False,,2025-02-26,Documento no entregado
DOC-0388,SIN-0157,Factura de reparación,False,False,False,False,,2024-11-15,Documento no entregado
DOC-0389,SIN-0157,Fotografías del daño,False,False,False,False,,2024-11-11,Documento no entregado
DOC-0390,SIN-0157,Parte policial,False,False,False,False,,2024-11-13,Documento no entregado
DOC-0391,SIN-0158,Denuncia policial,False,False,False,False,,2024-11-29,Documento no entregado
DOC-0392,SIN-0158,Fotografías del daño,False,False,False,False,,2024-11-27,Documento no entregado
DOC-0393,SIN-0158,Factura de reparación,False,False,False,False,,2024-11-27,Documento no entregado
DOC-0394,SIN-0159,Orden médica,False,False,True,False,,2025-06-18,Documento no entregado
DOC-0395,SIN-0159,Historia clínica,False,False,False,False,,2025-06-14,Documento no entregado
DOC-0396,SIN-0159,Exámenes,False,False,False,False,,2025-06-18,Documento no entregado
DOC-0397,SIN-0160,Factura de reparación,False,False,False,False,,2024-07-27,Documento no entregado
DOC-0398,SIN-0160,Parte policial,False,False,False,False,,2024-07-25,Documento no entregado
DOC-0399,SIN-0160,Fotografías del daño,False,False,False,False,,2024-07-28,Documento no entregado
DOC-0400,SIN-0161,Denuncia policial,False,False,False,False,,2025-05-04,Documento no entregado
DOC-0401,SIN-0161,Peritaje,False,False,False,False,,2025-05-09,Documento no entregado
DOC-0402,SIN-0161,Parte policial,False,False,False,False,,2025-05-07,Documento no entregado
DOC-0403,SIN-0162,Peritaje,False,False,False,False,,2024-09-10,Documento no entregado
DOC-0404,SIN-0162,Parte policial,False,False,False,False,,2024-09-15,Documento no entregado
DOC-0405,SIN-0163,Denuncia policial,False,False,False,False,,2024-03-30,Documento no entregado
DOC-0406,SIN-0163,Fotografías del daño,False,False,False,False,,2024-04-01,Documento no entregado
DOC-0407,SIN-0163,Peritaje,False,False,False,False,,2024-04-04,Documento no entregado
DOC-0408,SIN-0164,Fotografías del daño,False,False,False,False,,2025-03-01,Documento no entregado
DOC-0409,SIN-0164,Peritaje,False,False,True,True,,2025-03-01,Documento no entregado
DOC-0410,SIN-0165,Parte policial,False,False,False,False,,2025-07-17,Documento no entregado
DOC-0411,SIN-0165,Denuncia policial,False,False,False,False,,2025-07-13,Documento no entregado
DOC-0412,SIN-0166,Peritaje,False,False,False,False,,2024-07-02,Documento no entregado
DOC-0413,SIN-0166,Factura de reparación,False,False,False,False,,2024-06-30,Documento no entregado
DOC-0414,SIN-0167,Peritaje,False,False,False,False,,2025-10-17,Documento no entregado
DOC-0415,SIN-0167,Factura de reparación,False,False,False,False,,2025-10-19,Documento no entregado
DOC-0416,SIN-0168,Denuncia policial,False,False,False,False,,2024-10-12,Documento no entregado
DOC-0417,SIN-0168,Parte policial,False,False,False,False,,2024-10-11,Documento no entregado
DOC-0418,SIN-0168,Peritaje,False,False,False,False,,2024-10-09,Documento no entregado
DOC-0419,SIN-0169,Fotografías,False,False,False,False,,2025-03-30,Documento no entregado
DOC-0420,SIN-0169,Factura de reparación,False,False,False,False,,2025-03-27,Documento no entregado
DOC-0421,SIN-0170,Denuncia policial,False,False,False,False,,2025-04-23,Documento no entregado
DOC-0422,SIN-0170,Informe técnico,False,False,False,False,,2025-04-24,Documento no entregado
DOC-0423,SIN-0171,Fotografías del daño,False,False,False,False,,2024-11-19,Documento no entregado
DOC-0424,SIN-0171,Factura de reparación,False,False,True,False,,2024-11-24,Documento no entregado
DOC-0425,SIN-0172,Fotografías del daño,False,False,False,False,,2025-10-17,Documento no entregado
DOC-0426,SIN-0172,Factura de reparación,False,False,False,False,,2025-10-17,Documento no entregado
DOC-0427,SIN-0173,Factura de reparación,False,False,True,False,,2024-10-07,Documento no entregado
DOC-0428,SIN-0173,Denuncia policial,False,False,False,False,,2024-10-08,Documento no entregado
DOC-0429,SIN-0174,Factura de reparación,False,False,False,False,,2024-12-03,Documento no entregado
DOC-0430,SIN-0174,Fotografías del daño,False,False,False,False,,2024-11-27,Documento no entregado
DOC-0431,SIN-0175,Factura de reparación,False,False,False,False,,2024-03-12,Documento no entregado
DOC-0432,SIN-0175,Fotografías del daño,False,False,False,False,,2024-03-15,Documento no entregado
DOC-0433,SIN-0176,Factura de reparación,False,False,False,False,,2024-11-25,Documento no entregado
DOC-0434,SIN-0176,Parte policial,False,False,False,False,,2024-11-27,Documento no entregado
DOC-0435,SIN-0176,Fotografías del daño,False,False,False,False,,2024-11-25,Documento no entregado
DOC-0436,SIN-0177,Fotografías del daño,False,False,False,False,,2025-02-10,Documento no entregado
DOC-0437,SIN-0177,Parte policial,False,False,False,False,,2025-02-04,Documento no entregado
DOC-0438,SIN-0177,Factura de reparación,False,False,False,False,,2025-02-05,Documento no entregado
DOC-0439,SIN-0178,Factura de reparación,False,False,False,False,,2024-12-19,Documento no entregado
DOC-0440,SIN-0178,Peritaje,False,False,False,False,,2024-12-21,Documento no entregado
DOC-0441,SIN-0178,Parte policial,False,False,False,False,,2024-12-18,Documento no entregado
DOC-0442,SIN-0179,Informe técnico,False,False,False,False,,2024-12-18,Documento no entregado
DOC-0443,SIN-0179,Fotografías,False,False,False,False,,2024-12-19,Documento no entregado
DOC-0444,SIN-0179,Denuncia policial,False,False,False,False,,2024-12-20,Documento no entregado
DOC-0445,SIN-0180,Historia clínica,False,False,False,False,,2024-06-04,Documento no entregado
DOC-0446,SIN-0180,Factura hospitalaria,False,False,False,False,,2024-06-02,Documento no entregado
DOC-0447,SIN-0180,Exámenes,False,False,False,False,,2024-06-02,Documento no entregado
DOC-0448,SIN-0181,Fotografías del daño,False,False,False,False,,2024-08-26,Documento no entregado
DOC-0449,SIN-0181,Factura de reparación,False,False,False,False,,2024-08-26,Documento no entregado
DOC-0450,SIN-0182,Denuncia policial,False,False,False,False,,2025-04-12,Documento no entregado
DOC-0451,SIN-0182,Peritaje,False,False,False,False,,2025-04-09,Documento no entregado
DOC-0452,SIN-0183,Denuncia policial,False,False,False,False,,2024-06-08,Documento no entregado
DOC-0453,SIN-0183,Fotografías del daño,False,False,False,False,,2024-06-09,Documento no entregado
DOC-0454,SIN-0183,Peritaje,False,False,True,False,,2024-06-14,Documento no entregado
DOC-0455,SIN-0184,Orden médica,False,False,False,False,,2024-12-13,Documento no entregado
DOC-0456,SIN-0184,Historia clínica,False,False,False,False,,2024-12-13,Documento no entregado
DOC-0457,SIN-0184,Exámenes,False,False,False,False,,2024-12-17,Documento no entregado
DOC-0458,SIN-0185,Factura de reparación,False,False,False,False,,2024-10-07,Documento no entregado
DOC-0459,SIN-0185,Informe técnico,False,False,False,False,,2024-10-05,Documento no entregado
DOC-0460,SIN-0186,Parte policial,False,False,False,False,,2025-03-06,Documento no entregado
DOC-0461,SIN-0186,Factura de reparación,False,False,True,True,,2025-03-09,Documento no entregado
DOC-0462,SIN-0187,Denuncia policial,False,False,False,False,,2024-11-22,Documento no entregado
DOC-0463,SIN-0187,Peritaje,False,False,False,False,,2024-11-25,Documento no entregado
DOC-0464,SIN-0187,Parte policial,False,False,False,False,,2024-11-22,Documento no entregado
DOC-0465,SIN-0188,Orden médica,False,False,False,False,,2024-11-29,Documento no entregado
DOC-0466,SIN-0188,Factura hospitalaria,False,False,False,False,,2024-11-27,Documento no entregado
DOC-0467,SIN-0189,Denuncia policial,False,False,False,False,,2024-09-16,Documento no entregado
DOC-0468,SIN-0189,Parte policial,False,False,False,False,,2024-09-11,Documento no entregado
DOC-0469,SIN-0190,Parte policial,False,False,False,False,,2024-11-10,Documento no entregado
DOC-0470,SIN-0190,Denuncia policial,False,False,False,False,,2024-11-14,Documento no entregado
DOC-0471,SIN-0190,Peritaje,False,False,False,False,,2024-11-14,Documento no entregado
DOC-0472,SIN-0191,Denuncia policial,False,False,False,False,,2025-05-14,Documento no entregado
DOC-0473,SIN-0191,Peritaje,False,False,False,False,,2025-05-14,Documento no entregado
DOC-0474,SIN-0192,Denuncia policial,False,False,False,False,,2024-06-22,Documento no entregado
DOC-0475,SIN-0192,Fotografías del daño,False,False,False,False,,2024-06-28,Documento no entregado
DOC-0476,SIN-0193,Denuncia policial,False,False,True,False,,2024-03-26,Documento no entregado
DOC-0477,SIN-0193,Peritaje,False,False,False,False,,2024-03-31,Documento no entregado
DOC-0478,SIN-0193,Factura de reparación,False,False,False,False,,2024-03-30,Documento no entregado
DOC-0479,SIN-0194,Factura hospitalaria,False,False,False,False,,2024-12-19,Documento no entregado
DOC-0480,SIN-0194,Orden médica,False,False,False,False,,2024-12-18,Documento no entregado
DOC-0481,SIN-0195,Factura de reparación,False,False,False,False,,2024-08-07,Documento no entregado
DOC-0482,SIN-0195,Parte policial,False,False,False,False,,2024-08-07,Documento no entregado
DOC-0483,SIN-0195,Peritaje,False,False,False,False,,2024-08-07,Documento no entregado
DOC-0484,SIN-0196,Fotografías del daño,False,False,False,False,,2025-05-08,Documento no entregado
DOC-0485,SIN-0196,Denuncia policial,False,False,False,False,,2025-05-06,Documento no entregado
DOC-0486,SIN-0196,Parte policial,False,False,False,False,,2025-05-07,Documento no entregado
DOC-0487,SIN-0197,Factura de reparación,False,False,False,False,,2025-04-09,Documento no entregado
DOC-0488,SIN-0197,Denuncia policial,False,False,False,False,,2025-04-12,Documento no entregado
DOC-0489,SIN-0198,Denuncia policial,False,False,False,False,,2024-06-13,Documento no entregado
DOC-0490,SIN-0198,Parte policial,False,False,False,False,,2024-06-08,Documento no entregado
DOC-0491,SIN-0199,Fotografías del daño,False,False,False,False,,2024-07-21,Documento no entregado
DOC-0492,SIN-0199,Factura de reparación,False,False,False,False,,2024-07-22,Documento no entregado
DOC-0493,SIN-0200,Informe técnico,False,False,False,False,,2024-10-19,Documento no entregado
DOC-0494,SIN-0200,Factura de reparación,False,False,False,False,,2024-10-22,Documento no entregado
DOC-0495,SIN-0200,Fotografías,False,False,False,False,,2024-10-21,Documento no entregado
DOC-0496,SIN-0201,Parte policial,False,False,False,False,,2024-05-27,Documento no entregado
DOC-0497,SIN-0201,Fotografías del daño,False,False,False,False,,2024-05-22,Documento no entregado
DOC-0498,SIN-0201,Denuncia policial,False,False,False,False,,2024-05-25,Documento no entregado
DOC-0499,SIN-0202,Denuncia policial,False,False,False,False,,2024-11-08,Documento no entregado
DOC-0500,SIN-0202,Parte policial,False,False,False,False,,2024-11-08,Documento no entregado
DOC-0501,SIN-0202,Fotografías del daño,False,False,False,False,,2024-11-12,Documento no entregado
DOC-0502,SIN-0203,Informe técnico,False,False,False,False,,2025-01-02,Documento no entregado
DOC-0503,SIN-0203,Fotografías,False,False,False,False,,2024-12-31,Documento no entregado
DOC-0504,SIN-0203,Factura de reparación,False,False,False,False,,2024-12-31,Documento no entregado
DOC-0505,SIN-0204,Orden médica,False,False,False,False,,2024-02-12,Documento no entregado
DOC-0506,SIN-0204,Historia clínica,False,False,False,False,,2024-02-10,Documento no entregado
DOC-0507,SIN-0205,Parte policial,False,False,False,False,,2024-10-06,Documento no entregado
DOC-0508,SIN-0205,Peritaje,False,False,False,False,,2024-10-01,Documento no entregado
DOC-0509,SIN-0205,Fotografías del daño,False,False,False,False,,2024-10-03,Documento no entregado
DOC-0510,SIN-0206,Historia clínica,False,False,False,False,,2024-09-01,Documento no entregado
DOC-0511,SIN-0206,Orden médica,False,False,False,False,,2024-08-30,Documento no entregado
DOC-0512,SIN-0207,Denuncia policial,False,False,False,False,,2024-08-19,Documento no entregado
DOC-0513,SIN-0207,Factura de reparación,False,False,False,False,,2024-08-17,Documento no entregado
DOC-0514,SIN-0207,Fotografías del daño,False,False,True,False,,2024-08-17,Documento no entregado
DOC-0515,SIN-0208,Parte policial,False,False,False,False,,2024-04-17,Documento no entregado
DOC-0516,SIN-0208,Peritaje,False,False,False,False,,2024-04-22,Documento no entregado
DOC-0517,SIN-0208,Fotografías del daño,False,False,False,False,,2024-04-17,Documento no entregado
DOC-0518,SIN-0209,Denuncia policial,False,False,False,False,,2024-07-30,Documento no entregado
DOC-0519,SIN-0209,Parte policial,False,False,False,False,,2024-08-05,Documento no entregado
DOC-0520,SIN-0210,Denuncia policial,False,False,False,False,,2024-08-29,Documento no entregado
DOC-0521,SIN-0210,Peritaje,False,False,False,False,,2024-08-31,Documento no entregado
DOC-0522,SIN-0210,Parte policial,False,False,False,False,,2024-09-01,Documento no entregado
DOC-0523,SIN-0211,Informe técnico,False,False,False,False,,2025-02-01,Documento no entregado
DOC-0524,SIN-0211,Denuncia policial,False,False,False,False,,2025-01-31,Documento no entregado
DOC-0525,SIN-0211,Factura de reparación,False,False,False,False,,2025-02-01,Documento no entregado
DOC-0526,SIN-0212,Informe técnico,False,False,False,False,,2025-10-03,Documento no entregado
DOC-0527,SIN-0212,Factura de reparación,False,False,False,False,,2025-09-29,Documento no entregado
DOC-0528,SIN-0213,Orden médica,False,False,False,False,,2024-09-10,Documento no entregado
DOC-0529,SIN-0213,Exámenes,False,False,False,False,,2024-09-07,Documento no entregado
DOC-0530,SIN-0213,Historia clínica,False,False,False,False,,2024-09-07,Documento no entregado
DOC-0531,SIN-0214,Factura de reparación,False,False,False,False,,2024-06-07,Documento no entregado
DOC-0532,SIN-0214,Peritaje,False,False,False,False,,2024-06-05,Documento no entregado
DOC-0533,SIN-0215,Factura hospitalaria,False,False,False,False,,2025-03-22,Documento no entregado
DOC-0534,SIN-0215,Exámenes,False,False,False,False,,2025-03-18,Documento no entregado
DOC-0535,SIN-0215,Orden médica,False,False,False,False,,2025-03-20,Documento no entregado
DOC-0536,SIN-0216,Factura de reparación,False,False,False,False,,2024-10-11,Documento no entregado
DOC-0537,SIN-0216,Informe técnico,False,False,False,False,,2024-10-11,Documento no entregado
DOC-0538,SIN-0217,Parte Policial,True,True,False,False,PP_SIN-0217_DOC-0538.pdf,2024-10-26,Sin observaciones
DOC-0539,SIN-0217,Factura de reparación,False,False,False,False,,2024-10-25,Documento no entregado
DOC-0540,SIN-0218,Orden médica,False,False,False,False,,2025-07-09,Documento no entregado
DOC-0541,SIN-0218,Factura hospitalaria,False,False,False,False,,2025-07-07,Documento no entregado
DOC-0542,SIN-0219,Exámenes,False,False,False,False,,2024-07-24,Documento no entregado
DOC-0543,SIN-0219,Orden médica,False,False,False,False,,2024-07-20,Documento no entregado
DOC-0544,SIN-0220,Denuncia policial,False,False,False,False,,2024-09-26,Documento no entregado
DOC-0545,SIN-0220,Factura de reparación,False,False,False,False,,2024-09-28,Documento no entregado
DOC-0546,SIN-0221,Factura de reparación,False,False,False,False,,2024-12-09,Documento no entregado
DOC-0547,SIN-0221,Peritaje,False,False,False,False,,2024-12-06,Documento no entregado
DOC-0548,SIN-0221,Fotografías del daño,False,False,False,False,,2024-12-05,Documento no entregado
DOC-0549,SIN-0222,Factura hospitalaria,False,False,False,False,,2025-03-09,Documento no entregado
DOC-0550,SIN-0222,Exámenes,False,False,False,False,,2025-03-10,Documento no entregado
DOC-0551,SIN-0222,Historia clínica,False,False,False,False,,2025-03-12,Documento no entregado
DOC-0552,SIN-0223,Fotografías del daño,False,False,False,False,,2025-02-04,Documento no entregado
DOC-0553,SIN-0223,Peritaje,False,False,False,False,,2025-02-01,Documento no entregado
DOC-0554,SIN-0223,Parte policial,False,False,False,False,,2025-02-01,Documento no entregado
DOC-0555,SIN-0224,Denuncia policial,False,False,False,False,,2024-07-29,Documento no entregado
DOC-0556,SIN-0224,Factura de reparación,False,False,False,False,,2024-07-25,Documento no entregado
DOC-0557,SIN-0224,Informe técnico,False,False,False,False,,2024-07-25,Documento no entregado
DOC-0558,SIN-0225,Peritaje,False,False,True,True,,2024-11-13,Documento no entregado
DOC-0559,SIN-0225,Denuncia policial,False,False,False,False,,2024-11-17,Documento no entregado
DOC-0560,SIN-0225,Parte policial,False,False,True,False,,2024-11-16,Documento no entregado
DOC-0561,SIN-0226,Factura hospitalaria,False,False,False,False,,2025-08-12,Documento no entregado
DOC-0562,SIN-0226,Orden médica,False,False,False,False,,2025-08-12,Documento no entregado
DOC-0563,SIN-0226,Historia clínica,False,False,False,False,,2025-08-14,Documento no entregado
DOC-0564,SIN-0227,Fotografías del daño,False,False,False,False,,2024-07-12,Documento no entregado
DOC-0565,SIN-0227,Parte policial,False,False,False,False,,2024-07-13,Documento no entregado
DOC-0566,SIN-0227,Factura de reparación,False,False,False,False,,2024-07-13,Documento no entregado
DOC-0567,SIN-0228,Peritaje,False,False,False,False,,2024-11-26,Documento no entregado
DOC-0568,SIN-0228,Denuncia policial,False,False,False,False,,2024-11-28,Documento no entregado
DOC-0569,SIN-0229,Parte policial,False,False,False,False,,2024-11-22,Documento no entregado
DOC-0570,SIN-0229,Factura de reparación,False,False,False,False,,2024-11-20,Documento no entregado
DOC-0571,SIN-0229,Peritaje,False,False,False,False,,2024-11-21,Documento no entregado
DOC-0572,SIN-0230,Factura hospitalaria,False,False,False,False,,2025-01-06,Documento no entregado
DOC-0573,SIN-0230,Exámenes,False,False,False,False,,2025-01-09,Documento no entregado
DOC-0574,SIN-0231,Exámenes,False,False,False,False,,2024-10-30,Documento no entregado
DOC-0575,SIN-0231,Orden médica,False,False,False,False,,2024-11-02,Documento no entregado
DOC-0576,SIN-0232,Informe técnico,False,False,True,False,,2025-04-24,Documento no entregado
DOC-0577,SIN-0232,Denuncia policial,False,False,False,False,,2025-04-27,Documento no entregado
DOC-0578,SIN-0232,Fotografías,False,False,False,False,,2025-04-29,Documento no entregado
DOC-0579,SIN-0233,Fotografías del daño,False,False,False,False,,2025-02-10,Documento no entregado
DOC-0580,SIN-0233,Peritaje,False,False,False,False,,2025-02-13,Documento no entregado
DOC-0581,SIN-0233,Denuncia policial,False,False,False,False,,2025-02-15,Documento no entregado
DOC-0582,SIN-0234,Informe técnico,False,False,False,False,,2024-07-11,Documento no entregado
DOC-0583,SIN-0234,Denuncia policial,False,False,False,False,,2024-07-13,Documento no entregado
DOC-0584,SIN-0234,Fotografías,False,False,False,False,,2024-07-13,Documento no entregado
DOC-0585,SIN-0235,Peritaje,False,False,False,False,,2024-10-25,Documento no entregado
DOC-0586,SIN-0235,Parte policial,False,False,False,False,,2024-10-24,Documento no entregado
DOC-0587,SIN-0235,Factura de reparación,False,False,False,False,,2024-10-27,Documento no entregado
DOC-0588,SIN-0236,Denuncia policial,False,False,False,False,,2025-03-23,Documento no entregado
DOC-0589,SIN-0236,Factura de reparación,False,False,False,False,,2025-03-23,Documento no entregado
DOC-0590,SIN-0237,Parte policial,False,False,False,False,,2024-06-25,Documento no entregado
DOC-0591,SIN-0237,Factura de reparación,False,False,False,False,,2024-06-20,Documento no entregado
DOC-0592,SIN-0237,Fotografías del daño,False,False,False,False,,2024-06-25,Documento no entregado
DOC-0593,SIN-0238,Historia clínica,False,False,False,False,,2024-07-11,Documento no entregado
DOC-0594,SIN-0238,Exámenes,False,False,False,False,,2024-07-14,Documento no entregado
DOC-0595,SIN-0238,Orden médica,False,False,False,False,,2024-07-14,Documento no entregado
DOC-0596,SIN-0239,Fotografías del daño,False,False,False,False,,2024-09-04,Documento no entregado
DOC-0597,SIN-0239,Factura de reparación,False,False,False,False,,2024-09-03,Documento no entregado
DOC-0598,SIN-0240,Denuncia policial,False,False,False,False,,2024-12-07,Documento no entregado
DOC-0599,SIN-0240,Fotografías del daño,False,False,False,False,,2024-12-08,Documento no entregado
DOC-0600,SIN-0241,Denuncia policial,False,False,False,False,,2025-06-12,Documento no entregado
DOC-0601,SIN-0241,Fotografías,False,False,False,False,,2025-06-10,Documento no entregado
DOC-0602,SIN-0242,Factura de reparación,False,False,False,False,,2025-01-19,Documento no entregado
DOC-0603,SIN-0242,Peritaje,False,False,False,False,,2025-01-19,Documento no entregado
DOC-0604,SIN-0242,Denuncia policial,False,False,False,False,,2025-01-21,Documento no entregado
DOC-0605,SIN-0243,Peritaje,False,False,False,False,,2024-10-08,Documento no entregado
DOC-0606,SIN-0243,Parte policial,False,False,False,False,,2024-10-09,Documento no entregado
DOC-0607,SIN-0243,Denuncia policial,False,False,False,False,,2024-10-09,Documento no entregado
DOC-0608,SIN-0244,Peritaje,False,False,False,False,,2024-09-09,Documento no entregado
DOC-0609,SIN-0244,Factura de reparación,False,False,False,False,,2024-09-10,Documento no entregado
DOC-0610,SIN-0244,Denuncia policial,False,False,False,False,,2024-09-09,Documento no entregado
