id_poliza,id_asegurado,ramo,fecha_inicio,fecha_fin,suma_asegurada,ciudad
POL-0325,ASEG-0077,Salud,2024-11-09,2025-11-09,20000,Portoviejo
POL-0326,ASEG-0099,Vehiculos,2024-05-21,2025-05-21,8000,Manta
POL-0327,ASEG-0014,Vehiculos,2024-10-02,2025-10-02,12000,Quito
POL-0328,ASEG-0030,Hogar,2024-04-26,2025-04-26,15000,Guayaquil
POL-0329,ASEG-0023,Salud,2024-03-10,2025-03-10,50000,Ambato
POL-0330,ASEG-0029,Salud,2024-03-21,2025-03-21,80000,Manta
POL-0331,ASEG-0075,Vehiculos,2024-03-17,2025-03-17,30000,Portoviejo
POL-0332,ASEG-0011,Hogar,2024-12-20,2025-12-20,40000,Guayaquil
POL-0333,ASEG-0060,Salud,2024-04-04,2025-04-04,40000,Manta
POL-0334,ASEG-0088,Vehiculos,2024-06-20,2025-06-20,8000,Esmeraldas
POL-0335,ASEG-0070,Vehiculos,2025-01-12,2026-01-12,30000,Esmeraldas
POL-0336,ASEG-0080,Vehiculos,2024-04-06,2025-04-06,25000,Cuenca
POL-0337,ASEG-0038,Vehiculos,2024-03-08,2025-03-08,25000,Quito
POL-0338,ASEG-0063,Vehiculos,2024-10-07,2025-10-07,25000,Ibarra
POL-0339,ASEG-0080,Vehiculos,2024-05-26,2025-05-26,12000,Cuenca
POL-0340,ASEG-0045,Hogar,2024-08-17,2025-08-17,35000,Loja
POL-0341,ASEG-0061,Vehiculos,2024-12-07,2025-12-07,12000,Loja
POL-0342,ASEG-0042,Vehiculos,2024-11-24,2025-11-24,15000,Ibarra
POL-0343,ASEG-0078,Vehiculos,2024-01-29,2025-01-28,20000,Cuenca
POL-0344,ASEG-0095,Vehiculos,2024-05-27,2025-05-27,12000,Ibarra
POL-0345,ASEG-0001,Salud,2024-07-31,2025-07-31,30000,Manta
POL-0346,ASEG-0004,Salud,2024-05-14,2025-05-14,40000,Ibarra
POL-0347,ASEG-0075,Hogar,2024-08-11,2025-08-11,50000,Portoviejo
POL-0348,ASEG-0046,Vehiculos,2024-05-19,2025-05-19,20000,Loja
POL-0349,ASEG-0035,Vehiculos,2024-02-19,2025-02-18,28000,Loja
POL-0350,ASEG-0054,Vehiculos,2024-02-29,2025-02-28,12000,Ambato
POL-0351,ASEG-0096,Vehiculos,2024-03-06,2025-03-06,12000,Esmeraldas
POL-0352,ASEG-0026,Vehiculos,2024-12-03,2025-12-03,28000,Portoviejo
POL-0353,ASEG-0012,Vehiculos,2024-10-23,2025-10-23,20000,Quito
POL-0354,ASEG-0065,Vehiculos,2024-07-06,2025-07-06,30000,Portoviejo
POL-0355,ASEG-0064,Hogar,2024-10-12,2025-10-12,40000,Guayaquil
POL-0356,ASEG-0087,Hogar,2024-01-07,2025-01-06,40000,Ambato
POL-0357,ASEG-0044,Vehiculos,2024-07-25,2025-07-25,10000,Loja
POL-0358,ASEG-0063,Vehiculos,2024-03-16,2025-03-16,25000,Ibarra
POL-0359,ASEG-0098,Vehiculos,2025-01-27,2026-01-27,25000,Ambato
POL-0360,ASEG-0058,Vehiculos,2024-08-14,2025-08-14,25000,Loja
POL-0361,ASEG-0072,Vehiculos,2024-01-29,2025-01-28,22000,Cuenca
POL-0362,ASEG-0098,Vehiculos,2024-07-13,2025-07-13,10000,Ambato
POL-0363,ASEG-0069,Salud,2024-08-23,2025-08-23,80000,Ibarra
POL-0364,ASEG-0089,Vehiculos,2024-06-21,2025-06-21,25000,Riobamba
POL-0365,ASEG-0039,Salud,2024-04-25,2025-04-25,60000,Ambato
POL-0366,ASEG-0085,Salud,2024-04-12,2025-04-12,50000,Loja
POL-0367,ASEG-0082,Vehiculos,2025-01-28,2026-01-28,22000,Manta
POL-0368,ASEG-0082,Vehiculos,2024-05-16,2025-05-16,18000,Manta
POL-0369,ASEG-0055,Vehiculos,2024-04-13,2025-04-13,12000,Ambato
POL-0370,ASEG-0009,Vehiculos,2024-12-09,2025-12-09,10000,Ibarra
POL-0371,ASEG-0099,Vehiculos,2024-10-26,2025-10-26,22000,Manta
POL-0372,ASEG-0041,Vehiculos,2024-08-31,2025-08-31,15000,Cuenca
POL-0373,ASEG-0033,Hogar,2024-06-07,2025-06-07,40000,Riobamba
POL-0374,ASEG-0039,Hogar,2024-08-12,2025-08-12,40000,Ambato
POL-0375,ASEG-0078,Hogar,2024-08-20,2025-08-20,40000,Cuenca
POL-0376,ASEG-0021,Vehiculos,2024-12-31,2025-12-31,12000,Manta
POL-0377,ASEG-0024,Vehiculos,2024-10-19,2025-10-19,15000,Ambato
POL-0378,ASEG-0073,Vehiculos,2025-01-02,2026-01-02,28000,Quito
POL-0379,ASEG-0054,Vehiculos,2024-03-15,2025-03-15,8000,Ambato
POL-0380,ASEG-0092,Vehiculos,2025-01-11,2026-01-11,30000,Ambato
POL-0381,ASEG-0039,Vehiculos,2024-03-08,2025-03-08,28000,Ambato
POL-0382,ASEG-0037,Salud,2025-01-24,2026-01-24,40000,Loja
POL-0383,ASEG-0030,Vehiculos,2024-08-28,2025-08-28,18000,Guayaquil
POL-0384,ASEG-0045,Vehiculos,2024-05-25,2025-05-25,12000,Loja
POL-0385,ASEG-0099,Vehiculos,2024-06-17,2025-06-17,8000,Manta
POL-0386,ASEG-0077,Hogar,2024-01-23,2025-01-22,40000,Portoviejo
POL-0387,ASEG-0052,Salud,2024-05-02,2025-05-02,50000,Guayaquil
POL-0388,ASEG-0046,Vehiculos,2024-07-07,2025-07-07,28000,Loja
POL-0389,ASEG-0060,Hogar,2024-09-10,2025-09-10,35000,Manta
POL-0390,ASEG-0038,Salud,2024-10-09,2025-10-09,20000,Quito
POL-0391,ASEG-0051,Vehiculos,2024-08-01,2025-08-01,18000,Manta
POL-0392,ASEG-0051,Salud,2024-03-28,2025-03-28,80000,Manta
POL-0393,ASEG-0025,Vehiculos,2024-12-22,2025-12-22,15000,Loja
POL-0394,ASEG-0061,Hogar,2024-02-29,2025-02-28,20000,Loja
POL-0395,ASEG-0005,Salud,2024-09-05,2025-09-05,60000,Guayaquil
POL-0396,ASEG-0064,Salud,2024-08-17,2025-08-17,80000,Guayaquil
POL-0397,ASEG-0087,Vehiculos,2024-08-29,2025-08-29,12000,Ambato
POL-0398,ASEG-0072,Vehiculos,2024-07-02,2025-07-02,18000,Cuenca
POL-0399,ASEG-0099,Hogar,2024-05-16,2025-05-16,20000,Manta
POL-0400,ASEG-0081,Vehiculos,2024-07-04,2025-07-04,12000,Portoviejo
POL-0401,ASEG-0061,Vehiculos,2024-09-15,2025-09-15,12000,Loja
POL-0402,ASEG-0004,Vehiculos,2025-01-29,2026-01-29,8000,Ibarra
POL-0403,ASEG-0081,Vehiculos,2024-05-31,2025-05-31,22000,Portoviejo
POL-0404,ASEG-0070,Salud,2024-11-29,2025-11-29,50000,Esmeraldas
POL-0405,ASEG-0003,Vehiculos,2024-10-30,2025-10-30,18000,Riobamba
POL-0406,ASEG-0059,Vehiculos,2025-01-16,2026-01-16,30000,Ibarra
POL-0407,ASEG-0059,Vehiculos,2024-12-30,2025-12-30,22000,Ibarra
POL-0408,ASEG-0082,Vehiculos,2024-12-18,2025-12-18,25000,Manta
POL-0409,ASEG-0061,Vehiculos,2024-10-13,2025-10-13,20000,Loja
POL-0410,ASEG-0019,Vehiculos,2024-08-03,2025-08-03,8000,Riobamba
POL-0411,ASEG-0073,Vehiculos,2025-02-04,2026-02-04,22000,Quito
POL-0412,ASEG-0050,Vehiculos,2024-06-22,2025-06-22,28000,Loja
POL-0413,ASEG-0083,Vehiculos,2024-04-08,2025-04-08,30000,Riobamba
POL-0414,ASEG-0091,Salud,2024-02-13,2025-02-12,60000,Manta
POL-0415,ASEG-0013,Salud,2024-05-26,2025-05-26,30000,Ibarra
POL-0416,ASEG-0041,Vehiculos,2024-06-14,2025-06-14,18000,Cuenca
POL-0417,ASEG-0071,Salud,2024-09-04,2025-09-04,20000,Esmeraldas
POL-0418,ASEG-0011,Salud,2025-02-04,2026-02-04,30000,Guayaquil
POL-0419,ASEG-0035,Vehiculos,2024-12-14,2025-12-14,22000,Loja
POL-0420,ASEG-0088,Hogar,2025-01-20,2026-01-20,40000,Esmeraldas
POL-0421,ASEG-0002,Vehiculos,2024-07-30,2025-07-30,28000,Cuenca
POL-0422,ASEG-0050,Vehiculos,2024-03-04,2025-03-04,25000,Loja
POL-0423,ASEG-0064,Vehiculos,2024-04-17,2025-04-17,8000,Guayaquil
POL-0424,ASEG-0096,Vehiculos,2024-05-12,2025-05-12,30000,Esmeraldas
POL-0425,ASEG-0016,Hogar,2024-09-10,2025-09-10,25000,Manta
POL-0426,ASEG-0089,Vehiculos,2024-05-07,2025-05-07,15000,Riobamba
POL-0427,ASEG-0031,Vehiculos,2024-06-19,2025-06-19,28000,Ambato
POL-0428,ASEG-0039,Vehiculos,2024-02-03,2025-02-02,10000,Ambato
POL-0429,ASEG-0044,Vehiculos,2024-08-20,2025-08-20,28000,Loja
POL-0430,ASEG-0093,Vehiculos,2024-04-05,2025-04-05,15000,Ambato
POL-0431,ASEG-0038,Hogar,2024-09-22,2025-09-22,35000,Quito
POL-0432,ASEG-0089,Vehiculos,2024-11-03,2025-11-03,20000,Riobamba
POL-0433,ASEG-0089,Vehiculos,2024-11-15,2025-11-15,15000,Riobamba
POL-0434,ASEG-0019,Vehiculos,2024-04-09,2025-04-09,30000,Riobamba
POL-0435,ASEG-0023,Vehiculos,2024-01-11,2025-01-10,12000,Ambato
POL-0436,ASEG-0019,Vehiculos,2024-04-08,2025-04-08,28000,Riobamba
POL-0437,ASEG-0081,Vehiculos,2024-09-17,2025-09-17,30000,Portoviejo
POL-0438,ASEG-0042,Vehiculos,2024-09-26,2025-09-26,25000,Ibarra
POL-0439,ASEG-0049,Hogar,2024-07-10,2025-07-10,25000,Loja
POL-0440,ASEG-0053,Vehiculos,2024-06-11,2025-06-11,18000,Ambato
POL-0441,ASEG-0010,Hogar,2024-10-06,2025-10-06,20000,Quito
POL-0442,ASEG-0099,Vehiculos,2024-06-26,2025-06-26,22000,Manta
POL-0443,ASEG-0011,Vehiculos,2024-08-07,2025-08-07,22000,Guayaquil
POL-0444,ASEG-0055,Vehiculos,2025-01-25,2026-01-25,28000,Ambato
POL-0445,ASEG-0009,Hogar,2024-04-06,2025-04-06,30000,Ibarra
POL-0446,ASEG-0009,Vehiculos,2024-04-15,2025-04-15,15000,Ibarra
POL-0447,ASEG-0062,Vehiculos,2024-07-18,2025-07-18,15000,Manta
POL-0448,ASEG-0019,Vehiculos,2024-07-23,2025-07-23,30000,Riobamba
POL-0449,ASEG-0054,Salud,2024-11-12,2025-11-12,80000,Ambato
POL-0450,ASEG-0086,Salud,2024-09-09,2025-09-09,50000,Portoviejo
POL-0451,ASEG-0004,Vehiculos,2024-07-14,2025-07-14,20000,Ibarra
POL-0452,ASEG-0061,Hogar,2024-03-28,2025-03-28,50000,Loja
POL-0453,ASEG-0057,Vehiculos,2024-11-21,2025-11-21,28000,Riobamba
POL-0454,ASEG-0012,Vehiculos,2024-01-15,2025-01-14,8000,Quito
POL-0455,ASEG-0055,Salud,2024-04-19,2025-04-19,20000,Ambato
POL-0456,ASEG-0028,Vehiculos,2025-01-27,2026-01-27,30000,Loja
POL-0457,ASEG-0043,Salud,2024-10-26,2025-10-26,50000,Riobamba
POL-0458,ASEG-0008,Hogar,2024-09-12,2025-09-12,25000,Cuenca
POL-0459,ASEG-0067,Vehiculos,2025-01-19,2026-01-19,8000,Riobamba
POL-0460,ASEG-0024,Hogar,2024-02-03,2025-02-02,50000,Ambato
POL-0461,ASEG-0022,Hogar,2024-08-05,2025-08-05,20000,Ambato
POL-0462,ASEG-0057,Vehiculos,2024-11-08,2025-11-08,22000,Riobamba
POL-0463,ASEG-0072,Salud,2024-02-06,2025-02-05,40000,Cuenca
POL-0464,ASEG-0063,Hogar,2024-02-06,2025-02-05,30000,Ibarra
POL-0465,ASEG-0084,Vehiculos,2025-01-11,2026-01-11,15000,Riobamba
POL-0466,ASEG-0002,Vehiculos,2024-11-25,2025-11-25,22000,Cuenca
POL-0467,ASEG-0097,Vehiculos,2024-02-25,2025-02-24,30000,Loja
POL-0468,ASEG-0100,Vehiculos,2024-09-25,2025-09-25,22000,Cuenca
POL-0469,ASEG-0026,Vehiculos,2025-01-23,2026-01-23,15000,Portoviejo
POL-0470,ASEG-0002,Salud,2025-01-19,2026-01-19,20000,Cuenca
POL-0471,ASEG-0044,Hogar,2024-06-10,2025-06-10,50000,Loja
POL-0472,ASEG-0004,Vehiculos,2024-09-28,2025-09-28,18000,Ibarra
POL-0473,ASEG-0095,Hogar,2024-04-29,2025-04-29,35000,Ibarra
POL-0474,ASEG-0092,Vehiculos,2024-10-19,2025-10-19,28000,Ambato
POL-0475,ASEG-0032,Vehiculos,2025-01-20,2026-01-20,10000,Riobamba
POL-0476,ASEG-0012,Vehiculos,2024-04-24,2025-04-24,30000,Quito
POL-0477,ASEG-0012,Vehiculos,2024-04-06,2025-04-06,10000,Quito
POL-0478,ASEG-0069,Vehiculos,2024-03-15,2025-03-15,18000,Ibarra
POL-0479,ASEG-0036,Vehiculos,2024-09-01,2025-09-01,15000,Esmeraldas
POL-0480,ASEG-0094,Vehiculos,2024-12-03,2025-12-03,12000,Manta
POL-0481,ASEG-0013,Vehiculos,2025-01-20,2026-01-20,30000,Ibarra
POL-0482,ASEG-0093,Vehiculos,2024-12-13,2025-12-13,12000,Ambato
POL-0483,ASEG-0032,Vehiculos,2024-05-03,2025-05-03,22000,Riobamba
POL-0484,ASEG-0036,Vehiculos,2024-07-07,2025-07-07,8000,Esmeraldas
POL-0485,ASEG-0039,Vehiculos,2024-02-20,2025-02-19,20000,Ambato
POL-0486,ASEG-0097,Vehiculos,2024-04-02,2025-04-02,30000,Loja
POL-0487,ASEG-0047,Vehiculos,2024-08-04,2025-08-04,8000,Cuenca
POL-0488,ASEG-0031,Salud,2024-03-13,2025-03-13,40000,Ambato
POL-0489,ASEG-0052,Salud,2024-05-10,2025-05-10,80000,Guayaquil
POL-0490,ASEG-0020,Vehiculos,2024-07-13,2025-07-13,8000,Ibarra
POL-0491,ASEG-0029,Vehiculos,2024-02-20,2025-02-19,22000,Manta
POL-0492,ASEG-0071,Hogar,2024-02-20,2025-02-19,15000,Esmeraldas
POL-0493,ASEG-0093,Vehiculos,2024-12-28,2025-12-28,15000,Ambato
POL-0494,ASEG-0012,Vehiculos,2024-02-09,2025-02-08,15000,Quito
POL-0495,ASEG-0052,Vehiculos,2024-04-07,2025-04-07,8000,Guayaquil
POL-0496,ASEG-0018,Vehiculos,2024-01-27,2025-01-26,22000,Portoviejo
POL-0497,ASEG-0095,Hogar,2024-04-21,2025-04-21,25000,Ibarra
POL-0498,ASEG-0046,Vehiculos,2024-08-08,2025-08-08,25000,Loja
POL-0499,ASEG-0069,Vehiculos,2024-08-12,2025-08-12,25000,Ibarra
POL-0500,ASEG-0086,Vehiculos,2024-12-06,2025-12-06,18000,Portoviejo
