id_documento,id_siniestro,tipo_documento,entregado,legible,fecha_emision,inconsistencia_detectada,adulteracion_confirmada,observacion
DOC002153,SIN00539,denuncia,True,True,2025-10-10,False,False,
DOC002154,SIN00539,factura_taller,True,True,2025-10-10,False,False,
DOC002155,SIN00539,fotos,True,True,2025-10-10,False,False,
DOC002156,SIN00539,informe_perito,True,True,2025-10-10,False,False,
DOC002157,SIN00540,denuncia,True,True,2024-10-29,False,False,
DOC002158,SIN00540,factura_taller,True,True,2024-10-29,False,False,
DOC002159,SIN00540,fotos,True,True,2024-10-29,False,False,
DOC002160,SIN00540,informe_perito,True,True,2024-10-29,False,False,
DOC002161,SIN00541,denuncia,True,True,2024-08-26,False,False,
DOC002162,SIN00541,factura_taller,True,True,2024-08-26,False,False,
DOC002163,SIN00541,fotos,True,True,2024-08-26,False,False,
DOC002164,SIN00541,informe_perito,True,True,2024-08-26,False,False,
DOC002165,SIN00542,denuncia,False,True,2024-12-23,False,False,
DOC002166,SIN00542,factura_taller,True,True,2024-12-23,False,False,
DOC002167,SIN00542,fotos,True,True,2024-12-23,False,False,
DOC002168,SIN00542,informe_perito,True,True,2024-12-23,False,False,
DOC002169,SIN00543,denuncia,True,True,2024-12-10,False,False,
DOC002170,SIN00543,factura_taller,True,True,2024-12-10,False,False,
DOC002171,SIN00543,fotos,True,True,2024-12-10,False,False,
DOC002172,SIN00543,informe_perito,True,True,2024-12-10,True,False,
DOC002173,SIN00544,denuncia,True,True,2025-07-12,False,False,
DOC002174,SIN00544,factura_taller,True,True,2025-07-12,False,False,
DOC002175,SIN00544,fotos,True,True,2025-07-12,False,False,
DOC002176,SIN00544,informe_perito,True,True,2025-07-12,False,False,
DOC002177,SIN00545,denuncia,True,True,2025-09-02,False,False,
DOC002178,SIN00545,factura_taller,True,True,2025-09-02,False,False,
DOC002179,SIN00545,fotos,True,True,2025-09-02,False,False,
DOC002180,SIN00545,informe_perito,True,True,2025-09-02,False,False,
DOC002181,SIN00546,denuncia,True,True,2025-10-04,False,False,
DOC002182,SIN00546,factura_taller,True,True,2025-10-04,False,False,
DOC002183,SIN00546,fotos,True,True,2025-10-04,False,False,
DOC002184,SIN00546,informe_perito,True,True,2025-10-04,False,False,
DOC002185,SIN00547,denuncia,True,True,2025-03-02,False,False,
DOC002186,SIN00547,factura_taller,False,True,2025-03-02,False,False,
DOC002187,SIN00547,fotos,True,True,2025-03-02,False,False,
DOC002188,SIN00547,informe_perito,True,True,2025-03-02,False,False,
DOC002189,SIN00548,denuncia,True,True,2025-10-05,False,False,
DOC002190,SIN00548,factura_taller,True,True,2025-10-05,False,False,
DOC002191,SIN00548,fotos,True,True,2025-10-05,False,False,
DOC002192,SIN00548,informe_perito,True,False,2025-10-05,False,False,
DOC002193,SIN00549,denuncia,True,True,2026-06-04,False,False,
DOC002194,SIN00549,factura_taller,True,True,2026-06-04,False,False,
DOC002195,SIN00549,fotos,True,True,2026-06-04,False,False,
DOC002196,SIN00549,informe_perito,True,True,2026-06-04,False,False,
DOC002197,SIN00550,denuncia,True,True,2025-11-19,False,False,
DOC002198,SIN00550,factura_taller,True,True,2025-11-19,False,False,
DOC002199,SIN00550,fotos,True,True,2025-11-19,False,False,
DOC002200,SIN00550,informe_perito,True,True,2025-11-19,False,False,
DOC002201,SIN00551,denuncia,True,True,2026-04-25,False,False,
DOC002202,SIN00551,factura_taller,True,True,2026-04-25,False,False,
DOC002203,SIN00551,fotos,True,True,2026-04-25,False,False,
DOC002204,SIN00551,informe_perito,True,True,2026-04-25,False,False,
DOC002205,SIN00552,denuncia,True,True,2025-01-14,False,False,
DOC002206,SIN00552,factura_taller,True,True,2025-01-14,False,False,
DOC002207,SIN00552,fotos,True,True,2025-01-14,False,False,
DOC002208,SIN00552,informe_perito,True,True,2025-01-14,False,False,
DOC002209,SIN00553,denuncia,True,True,2025-05-23,False,False,
DOC002210,SIN00553,factura_taller,True,True,2025-05-23,False,False,
DOC002211,SIN00553,fotos,True,True,2025-05-23,False,False,
DOC002212,SIN00553,informe_perito,True,True,2025-05-23,False,False,
DOC002213,SIN00554,denuncia,True,True,2025-06-18,False,False,
DOC002214,SIN00554,factura_taller,True,True,2025-06-18,False,False,
DOC002215,SIN00554,fotos,True,True,2025-06-18,False,False,
DOC002216,SIN00554,informe_perito,True,True,2025-06-18,False,False,
DOC002217,SIN00555,denuncia,True,False,2024-08-17,True,False,
DOC002218,SIN00555,factura_taller,True,True,2024-08-17,False,False,
DOC002219,SIN00555,fotos,True,True,2024-08-17,True,False,
DOC002220,SIN00555,informe_perito,True,False,2024-08-17,False,False,
DOC002221,SIN00556,denuncia,True,False,2026-04-07,False,False,
DOC002222,SIN00556,factura_taller,True,True,2026-04-07,False,False,
DOC002223,SIN00556,fotos,True,True,2026-04-07,False,False,
DOC002224,SIN00556,informe_perito,True,True,2026-04-07,False,False,
DOC002225,SIN00557,denuncia,True,True,2026-01-16,False,False,
DOC002226,SIN00557,factura_taller,True,True,2026-01-16,False,False,
DOC002227,SIN00557,fotos,True,True,2026-01-16,False,False,
DOC002228,SIN00557,informe_perito,True,True,2026-01-16,False,False,
DOC002229,SIN00558,denuncia,True,True,2025-05-29,False,False,
DOC002230,SIN00558,factura_taller,True,True,2025-05-29,False,False,
DOC002231,SIN00558,fotos,True,False,2025-05-29,False,False,
DOC002232,SIN00558,informe_perito,True,True,2025-05-29,False,False,
DOC002233,SIN00559,denuncia,True,True,2024-10-10,False,False,
DOC002234,SIN00559,factura_taller,True,True,2024-10-10,False,False,
DOC002235,SIN00559,fotos,False,True,2024-10-10,False,False,
DOC002236,SIN00559,informe_perito,True,True,2024-10-10,False,False,
DOC002237,SIN00560,denuncia,True,True,2025-07-09,False,False,
DOC002238,SIN00560,factura_taller,True,True,2025-07-09,False,False,
DOC002239,SIN00560,fotos,False,True,2025-07-09,False,False,
DOC002240,SIN00560,informe_perito,True,True,2025-07-09,False,False,
DOC002241,SIN00561,denuncia,True,True,2024-09-27,False,False,
DOC002242,SIN00561,factura_taller,True,True,2024-09-27,False,False,
DOC002243,SIN00561,fotos,True,True,2024-09-27,False,False,
DOC002244,SIN00561,informe_perito,True,True,2024-09-27,False,False,
DOC002245,SIN00562,denuncia,True,True,2025-09-17,False,False,
DOC002246,SIN00562,factura_taller,True,True,2025-09-17,False,False,
DOC002247,SIN00562,fotos,True,True,2025-09-17,True,False,
DOC002248,SIN00562,informe_perito,True,True,2025-09-17,True,False,
DOC002249,SIN00563,denuncia,True,True,2025-08-25,False,False,
DOC002250,SIN00563,factura_taller,True,True,2025-08-25,False,False,
DOC002251,SIN00563,fotos,True,True,2025-08-25,True,False,
DOC002252,SIN00563,informe_perito,True,True,2025-08-25,False,False,
DOC002253,SIN00564,denuncia,True,True,2024-08-17,False,False,
DOC002254,SIN00564,factura_taller,True,True,2024-08-17,False,False,
DOC002255,SIN00564,fotos,True,True,2024-08-17,False,False,
DOC002256,SIN00564,informe_perito,True,True,2024-08-17,False,False,
DOC002257,SIN00565,denuncia,True,True,2024-09-19,False,False,
DOC002258,SIN00565,factura_taller,True,True,2024-09-19,False,False,
DOC002259,SIN00565,fotos,True,True,2024-09-19,False,False,
DOC002260,SIN00565,informe_perito,True,True,2024-09-19,False,False,
DOC002261,SIN00566,denuncia,False,True,2024-03-12,False,False,
DOC002262,SIN00566,factura_taller,True,True,2024-03-12,False,False,
DOC002263,SIN00566,fotos,True,True,2024-03-12,False,False,
DOC002264,SIN00566,informe_perito,True,True,2024-03-12,False,False,
DOC002265,SIN00567,denuncia,True,True,2025-08-05,False,False,
DOC002266,SIN00567,factura_taller,True,True,2025-08-05,False,False,
DOC002267,SIN00567,fotos,True,True,2025-08-05,False,False,
DOC002268,SIN00567,informe_perito,True,True,2025-08-05,False,False,
DOC002269,SIN00568,denuncia,True,True,2026-01-30,False,False,
DOC002270,SIN00568,factura_taller,True,True,2026-01-30,False,False,
DOC002271,SIN00568,fotos,True,True,2026-01-30,False,False,
DOC002272,SIN00568,informe_perito,True,True,2026-01-30,False,False,
DOC002273,SIN00569,denuncia,True,True,2024-11-20,False,False,
DOC002274,SIN00569,factura_taller,True,True,2024-11-20,False,False,
DOC002275,SIN00569,fotos,True,True,2024-11-20,False,False,
DOC002276,SIN00569,informe_perito,True,True,2024-11-20,False,False,
DOC002277,SIN00570,denuncia,True,True,2025-04-02,False,False,
DOC002278,SIN00570,factura_taller,True,True,2025-04-02,True,False,
DOC002279,SIN00570,fotos,True,False,2025-04-02,False,False,
DOC002280,SIN00570,informe_perito,True,True,2025-04-02,False,False,
DOC002281,SIN00571,denuncia,True,True,2025-05-29,False,False,
DOC002282,SIN00571,factura_taller,True,True,2025-05-29,False,False,
DOC002283,SIN00571,fotos,True,False,2025-05-29,False,False,
DOC002284,SIN00571,informe_perito,True,True,2025-05-29,False,False,
DOC002285,SIN00572,denuncia,False,True,2024-10-15,False,False,
DOC002286,SIN00572,factura_taller,True,True,2024-10-15,False,False,
DOC002287,SIN00572,fotos,True,True,2024-10-15,False,False,
DOC002288,SIN00572,informe_perito,True,True,2024-10-15,False,False,
DOC002289,SIN00573,denuncia,True,True,2025-08-27,False,False,
DOC002290,SIN00573,factura_taller,True,True,2025-08-27,False,False,
DOC002291,SIN00573,fotos,True,True,2025-08-27,False,False,
DOC002292,SIN00573,informe_perito,True,True,2025-08-27,False,False,
DOC002293,SIN00574,denuncia,True,True,2026-01-08,False,False,
DOC002294,SIN00574,factura_taller,True,True,2026-01-08,False,False,
DOC002295,SIN00574,fotos,True,False,2026-01-08,False,False,
DOC002296,SIN00574,informe_perito,False,True,2026-01-08,False,False,
DOC002297,SIN00575,denuncia,True,False,2024-12-05,False,False,
DOC002298,SIN00575,factura_taller,True,True,2024-12-05,False,False,
DOC002299,SIN00575,fotos,True,True,2024-12-05,False,False,
DOC002300,SIN00575,informe_perito,True,True,2024-12-05,False,False,
DOC002301,SIN00576,denuncia,True,True,2024-08-16,False,False,
DOC002302,SIN00576,factura_taller,False,True,2024-08-16,False,False,
DOC002303,SIN00576,fotos,True,True,2024-08-16,False,False,
DOC002304,SIN00576,informe_perito,True,True,2024-08-16,False,False,
DOC002305,SIN00577,denuncia,True,True,2024-12-28,False,False,
DOC002306,SIN00577,factura_taller,True,True,2024-12-28,False,False,
DOC002307,SIN00577,fotos,True,True,2024-12-28,False,False,
DOC002308,SIN00577,informe_perito,True,True,2024-12-28,False,False,
DOC002309,SIN00578,denuncia,True,True,2026-03-30,False,False,
DOC002310,SIN00578,factura_taller,True,True,2026-03-30,False,False,
DOC002311,SIN00578,fotos,True,True,2026-03-30,False,False,
DOC002312,SIN00578,informe_perito,True,True,2026-03-30,True,False,
DOC002313,SIN00579,denuncia,True,True,2024-07-23,False,False,
DOC002314,SIN00579,factura_taller,True,True,2024-07-23,False,False,
DOC002315,SIN00579,fotos,True,True,2024-07-23,False,False,
DOC002316,SIN00579,informe_perito,True,True,2024-07-23,False,False,
DOC002317,SIN00580,denuncia,False,True,2025-04-28,True,False,
DOC002318,SIN00580,factura_taller,False,True,2025-04-28,False,False,
DOC002319,SIN00580,fotos,True,True,2025-04-28,False,False,
DOC002320,SIN00580,informe_perito,True,True,2025-04-28,False,False,
DOC002321,SIN00581,denuncia,True,True,2026-03-10,False,False,
DOC002322,SIN00581,factura_taller,True,True,2026-03-10,False,False,
DOC002323,SIN00581,fotos,True,True,2026-03-10,False,False,
DOC002324,SIN00581,informe_perito,True,True,2026-03-10,False,False,
DOC002325,SIN00582,denuncia,True,True,2024-08-06,False,False,
DOC002326,SIN00582,factura_taller,True,True,2024-08-06,False,False,
DOC002327,SIN00582,fotos,True,True,2024-08-06,False,False,
DOC002328,SIN00582,informe_perito,True,True,2024-08-06,False,False,
DOC002329,SIN00583,denuncia,True,True,2024-04-17,False,False,
DOC002330,SIN00583,factura_taller,True,True,2024-04-17,False,False,
DOC002331,SIN00583,fotos,True,True,2024-04-17,False,False,
DOC002332,SIN00583,informe_perito,True,True,2024-04-17,False,False,
DOC002333,SIN00584,denuncia,True,True,2025-05-09,False,False,
DOC002334,SIN00584,factura_taller,False,True,2025-05-09,False,False,
DOC002335,SIN00584,fotos,True,True,2025-05-09,False,False,
DOC002336,SIN00584,informe_perito,True,True,2025-05-09,False,False,
DOC002337,SIN00585,denuncia,True,True,2025-06-04,False,False,
DOC002338,SIN00585,factura_taller,True,True,2025-06-04,False,False,
DOC002339,SIN00585,fotos,True,True,2025-06-04,True,False,
DOC002340,SIN00585,informe_perito,True,True,2025-06-04,False,False,
DOC002341,SIN00586,denuncia,True,True,2025-05-27,False,False,
DOC002342,SIN00586,factura_taller,True,True,2025-05-27,False,False,
DOC002343,SIN00586,fotos,True,True,2025-05-27,False,False,
DOC002344,SIN00586,informe_perito,True,True,2025-05-27,False,False,
DOC002345,SIN00587,denuncia,True,False,2025-06-01,True,False,
DOC002346,SIN00587,factura_taller,True,True,2025-06-01,False,False,
DOC002347,SIN00587,fotos,False,True,2025-06-01,False,False,
DOC002348,SIN00587,informe_perito,True,True,2025-06-01,False,False,
DOC002349,SIN00588,denuncia,True,True,2024-10-19,False,False,
DOC002350,SIN00588,factura_taller,True,True,2024-10-19,False,False,
DOC002351,SIN00588,fotos,True,True,2024-10-19,False,False,
DOC002352,SIN00588,informe_perito,True,True,2024-10-19,False,False,
DOC002353,SIN00589,denuncia,True,True,2025-05-05,False,False,
DOC002354,SIN00589,factura_taller,True,True,2025-05-05,False,False,
DOC002355,SIN00589,fotos,True,True,2025-05-05,False,False,
DOC002356,SIN00589,informe_perito,True,True,2025-05-05,False,False,
DOC002357,SIN00590,denuncia,True,True,2025-06-05,False,False,
DOC002358,SIN00590,factura_taller,True,True,2025-06-05,False,False,
DOC002359,SIN00590,fotos,True,True,2025-06-05,True,False,
DOC002360,SIN00590,informe_perito,True,True,2025-06-05,False,False,
DOC002361,SIN00591,denuncia,True,True,2024-06-23,False,False,
DOC002362,SIN00591,factura_taller,True,True,2024-06-23,False,False,
DOC002363,SIN00591,fotos,True,True,2024-06-23,False,False,
DOC002364,SIN00591,informe_perito,True,True,2024-06-23,False,False,
DOC002365,SIN00592,denuncia,True,True,2025-10-26,False,False,
DOC002366,SIN00592,factura_taller,True,True,2025-10-26,False,False,
DOC002367,SIN00592,fotos,True,True,2025-10-26,False,False,
DOC002368,SIN00592,informe_perito,True,True,2025-10-26,False,False,
DOC002369,SIN00593,denuncia,False,True,2025-04-19,True,False,
DOC002370,SIN00593,factura_taller,True,True,2025-04-19,False,False,
DOC002371,SIN00593,fotos,False,False,2025-04-19,False,False,
DOC002372,SIN00593,informe_perito,True,True,2025-04-19,False,False,
DOC002373,SIN00594,denuncia,True,True,2025-05-09,False,False,
DOC002374,SIN00594,factura_taller,True,True,2025-05-09,False,False,
DOC002375,SIN00594,fotos,True,True,2025-05-09,False,False,
DOC002376,SIN00594,informe_perito,True,True,2025-05-09,False,False,
DOC002377,SIN00595,denuncia,False,True,2026-05-23,False,False,
DOC002378,SIN00595,factura_taller,True,True,2026-05-23,False,False,
DOC002379,SIN00595,fotos,True,True,2026-05-23,False,False,
DOC002380,SIN00595,informe_perito,True,True,2026-05-23,False,False,
DOC002381,SIN00596,denuncia,True,True,2024-11-06,False,False,
DOC002382,SIN00596,factura_taller,True,True,2024-11-06,False,False,
DOC002383,SIN00596,fotos,True,True,2024-11-06,False,False,
DOC002384,SIN00596,informe_perito,True,True,2024-11-06,False,False,
DOC002385,SIN00597,denuncia,True,True,2025-12-14,False,False,
DOC002386,SIN00597,factura_taller,True,True,2025-12-14,False,False,
DOC002387,SIN00597,fotos,True,True,2025-12-14,False,False,
DOC002388,SIN00597,informe_perito,True,True,2025-12-14,False,False,
DOC002389,SIN00598,denuncia,True,True,2025-07-28,False,False,
DOC002390,SIN00598,factura_taller,True,True,2025-07-28,False,False,
DOC002391,SIN00598,fotos,True,True,2025-07-28,False,False,
DOC002392,SIN00598,informe_perito,True,True,2025-07-28,False,False,
DOC002393,SIN00599,denuncia,True,False,2025-03-02,False,False,
DOC002394,SIN00599,factura_taller,True,True,2025-03-02,True,False,
DOC002395,SIN00599,fotos,True,False,2025-03-02,False,False,
DOC002396,SIN00599,informe_perito,True,True,2025-03-02,False,False,
DOC002397,SIN00600,denuncia,True,True,2024-12-11,True,False,
DOC002398,SIN00600,factura_taller,True,True,2024-12-11,False,False,
DOC002399,SIN00600,fotos,False,True,2024-12-11,False,False,
DOC002400,SIN00600,informe_perito,True,True,2024-12-11,False,False,
DOC002401,SIN00601,denuncia,True,True,2025-03-09,False,False,
DOC002402,SIN00601,factura_taller,True,True,2025-03-09,False,False,
DOC002403,SIN00601,fotos,True,True,2025-03-09,False,False,
DOC002404,SIN00601,informe_perito,True,True,2025-03-09,False,False,
DOC002405,SIN00602,denuncia,True,True,2024-07-15,False,False,
DOC002406,SIN00602,factura_taller,True,True,2024-07-15,False,False,
DOC002407,SIN00602,fotos,True,True,2024-07-15,False,False,
DOC002408,SIN00602,informe_perito,True,True,2024-07-15,False,False,
DOC002409,SIN00603,denuncia,False,True,2025-11-04,False,False,
DOC002410,SIN00603,factura_taller,True,True,2025-11-04,False,False,
DOC002411,SIN00603,fotos,True,False,2025-11-04,False,False,
DOC002412,SIN00603,informe_perito,True,True,2025-11-04,False,False,
DOC002413,SIN00604,denuncia,True,True,2025-11-17,False,False,
DOC002414,SIN00604,factura_taller,True,True,2025-11-17,False,False,
DOC002415,SIN00604,fotos,True,True,2025-11-17,False,False,
DOC002416,SIN00604,informe_perito,True,True,2025-11-17,False,False,
DOC002417,SIN00605,denuncia,True,True,2025-10-25,False,False,
DOC002418,SIN00605,factura_taller,False,False,2025-10-25,False,False,
DOC002419,SIN00605,fotos,True,True,2025-10-25,False,False,
DOC002420,SIN00605,informe_perito,True,True,2025-10-25,False,False,
DOC002421,SIN00606,denuncia,True,True,2024-12-08,False,False,
DOC002422,SIN00606,factura_taller,True,True,2024-12-08,False,False,
DOC002423,SIN00606,fotos,True,True,2024-12-08,False,False,
DOC002424,SIN00606,informe_perito,True,True,2024-12-08,False,False,
DOC002425,SIN00607,denuncia,True,True,2024-11-03,False,False,
DOC002426,SIN00607,factura_taller,True,True,2024-11-03,False,False,
DOC002427,SIN00607,fotos,True,True,2024-11-03,False,False,
DOC002428,SIN00607,informe_perito,True,True,2024-11-03,False,False,
DOC002429,SIN00608,denuncia,True,True,2025-09-20,False,False,
DOC002430,SIN00608,factura_taller,True,True,2025-09-20,False,False,
DOC002431,SIN00608,fotos,True,True,2025-09-20,False,False,
DOC002432,SIN00608,informe_perito,True,True,2025-09-20,False,False,
DOC002433,SIN00609,denuncia,True,True,2025-06-28,False,False,
DOC002434,SIN00609,factura_taller,True,True,2025-06-28,False,False,
DOC002435,SIN00609,fotos,True,True,2025-06-28,False,False,
DOC002436,SIN00609,informe_perito,True,True,2025-06-28,False,False,
DOC002437,SIN00610,denuncia,True,True,2025-04-17,False,False,
DOC002438,SIN00610,factura_taller,True,True,2025-04-17,False,False,
DOC002439,SIN00610,fotos,True,True,2025-04-17,False,False,
DOC002440,SIN00610,informe_perito,True,True,2025-04-17,False,False,
DOC002441,SIN00611,denuncia,True,True,2024-09-02,False,False,
DOC002442,SIN00611,factura_taller,True,True,2024-09-02,False,False,
DOC002443,SIN00611,fotos,True,True,2024-09-02,False,False,
DOC002444,SIN00611,informe_perito,True,True,2024-09-02,False,False,
DOC002445,SIN00612,denuncia,True,True,2026-02-05,False,False,
DOC002446,SIN00612,factura_taller,True,True,2026-02-05,False,False,
DOC002447,SIN00612,fotos,True,True,2026-02-05,False,False,
DOC002448,SIN00612,informe_perito,True,True,2026-02-05,False,False,
DOC002449,SIN00613,denuncia,True,True,2025-07-22,False,False,
DOC002450,SIN00613,factura_taller,True,True,2025-07-22,False,False,
DOC002451,SIN00613,fotos,True,True,2025-07-22,False,False,
DOC002452,SIN00613,informe_perito,True,True,2025-07-22,False,False,
DOC002453,SIN00614,denuncia,True,True,2026-02-01,False,False,
DOC002454,SIN00614,factura_taller,True,True,2026-02-01,False,False,
DOC002455,SIN00614,fotos,True,True,2026-02-01,False,False,
DOC002456,SIN00614,informe_perito,True,True,2026-02-01,False,False,
DOC002457,SIN00615,denuncia,True,False,2024-06-22,False,False,
DOC002458,SIN00615,factura_taller,True,True,2024-06-22,False,False,
DOC002459,SIN00615,fotos,True,True,2024-06-22,False,False,
DOC002460,SIN00615,informe_perito,True,False,2024-06-22,True,False,
DOC002461,SIN00616,denuncia,True,True,2025-10-25,False,False,
DOC002462,SIN00616,factura_taller,True,True,2025-10-25,False,False,
DOC002463,SIN00616,fotos,True,True,2025-10-25,False,False,
DOC002464,SIN00616,informe_perito,True,True,2025-10-25,True,False,
DOC002465,SIN00617,denuncia,True,True,2025-03-02,False,False,
DOC002466,SIN00617,factura_taller,True,True,2025-03-02,False,False,
DOC002467,SIN00617,fotos,True,True,2025-03-02,False,False,
DOC002468,SIN00617,informe_perito,True,True,2025-03-02,False,False,
DOC002469,SIN00618,denuncia,True,True,2024-03-19,True,False,
DOC002470,SIN00618,factura_taller,True,True,2024-03-19,False,False,
DOC002471,SIN00618,fotos,True,True,2024-03-19,False,False,
DOC002472,SIN00618,informe_perito,True,True,2024-03-19,False,False,
DOC002473,SIN00619,denuncia,True,True,2024-09-21,False,False,
DOC002474,SIN00619,factura_taller,True,True,2024-09-21,False,False,
DOC002475,SIN00619,fotos,True,True,2024-09-21,False,False,
DOC002476,SIN00619,informe_perito,True,True,2024-09-21,False,False,
DOC002477,SIN00620,denuncia,True,False,2025-04-25,False,False,
DOC002478,SIN00620,factura_taller,False,True,2025-04-25,True,False,
DOC002479,SIN00620,fotos,True,True,2025-04-25,False,False,
DOC002480,SIN00620,informe_perito,True,False,2025-04-25,False,False,
DOC002481,SIN00621,denuncia,True,True,2024-12-29,True,False,
DOC002482,SIN00621,factura_taller,True,True,2024-12-29,True,False,
DOC002483,SIN00621,fotos,True,True,2024-12-29,False,False,
DOC002484,SIN00621,informe_perito,True,True,2024-12-29,True,False,
DOC002485,SIN00622,denuncia,True,True,2024-12-24,False,False,
DOC002486,SIN00622,factura_taller,True,True,2024-12-24,False,False,
DOC002487,SIN00622,fotos,False,True,2024-12-24,False,False,
DOC002488,SIN00622,informe_perito,True,True,2024-12-24,False,False,
DOC002489,SIN00623,denuncia,True,True,2025-10-09,False,False,
DOC002490,SIN00623,factura_taller,True,True,2025-10-09,False,False,
DOC002491,SIN00623,fotos,True,True,2025-10-09,False,False,
DOC002492,SIN00623,informe_perito,True,True,2025-10-09,True,False,
DOC002493,SIN00624,denuncia,True,True,2025-08-16,False,False,
DOC002494,SIN00624,factura_taller,True,True,2025-08-16,False,False,
DOC002495,SIN00624,fotos,True,True,2025-08-16,False,False,
DOC002496,SIN00624,informe_perito,True,True,2025-08-16,False,False,
DOC002497,SIN00625,denuncia,True,True,2025-07-17,False,False,
DOC002498,SIN00625,factura_taller,True,False,2025-07-17,True,True,Alteracion simulada para demo
DOC002499,SIN00625,fotos,True,True,2025-07-17,True,False,
DOC002500,SIN00625,informe_perito,True,True,2025-07-17,True,False,
DOC002501,SIN00626,denuncia,True,True,2024-07-30,False,False,
DOC002502,SIN00626,factura_taller,True,True,2024-07-30,False,False,
DOC002503,SIN00626,fotos,True,True,2024-07-30,True,False,
DOC002504,SIN00626,informe_perito,True,True,2024-07-30,False,False,
DOC002505,SIN00627,denuncia,True,True,2025-10-19,False,False,
DOC002506,SIN00627,factura_taller,True,True,2025-10-19,True,True,Alteracion simulada para demo
DOC002507,SIN00627,fotos,True,False,2025-10-19,False,False,
DOC002508,SIN00627,informe_perito,True,False,2025-10-19,False,False,
DOC002509,SIN00628,denuncia,True,True,2025-12-03,False,False,
DOC002510,SIN00628,factura_taller,True,True,2025-12-03,False,False,
DOC002511,SIN00628,fotos,True,True,2025-12-03,False,False,
DOC002512,SIN00628,informe_perito,True,True,2025-12-03,False,False,
DOC002513,SIN00629,denuncia,True,True,2025-06-05,False,False,
DOC002514,SIN00629,factura_taller,True,True,2025-06-05,False,False,
DOC002515,SIN00629,fotos,True,True,2025-06-05,False,False,
DOC002516,SIN00629,informe_perito,True,True,2025-06-05,False,False,
DOC002517,SIN00630,denuncia,True,True,2024-12-24,False,False,
DOC002518,SIN00630,factura_taller,True,True,2024-12-24,False,False,
DOC002519,SIN00630,fotos,True,True,2024-12-24,False,False,
DOC002520,SIN00630,informe_perito,True,True,2024-12-24,False,False,
DOC002521,SIN00631,denuncia,True,True,2024-06-04,False,False,
DOC002522,SIN00631,factura_taller,True,True,2024-06-04,False,False,
DOC002523,SIN00631,fotos,True,True,2024-06-04,False,False,
DOC002524,SIN00631,informe_perito,True,True,2024-06-04,False,False,
DOC002525,SIN00632,denuncia,True,True,2025-08-21,True,False,
DOC002526,SIN00632,factura_taller,True,True,2025-08-21,True,False,
DOC002527,SIN00632,fotos,True,True,2025-08-21,True,False,
DOC002528,SIN00632,informe_perito,True,False,2025-08-21,False,False,
DOC002529,SIN00633,denuncia,True,True,2025-07-08,False,False,
DOC002530,SIN00633,factura_taller,True,True,2025-07-08,False,False,
DOC002531,SIN00633,fotos,True,True,2025-07-08,False,False,
DOC002532,SIN00633,informe_perito,True,True,2025-07-08,False,False,
DOC002533,SIN00634,denuncia,True,True,2026-03-08,False,False,
DOC002534,SIN00634,factura_taller,True,True,2026-03-08,False,False,
DOC002535,SIN00634,fotos,True,True,2026-03-08,False,False,
DOC002536,SIN00634,informe_perito,True,True,2026-03-08,False,False,
DOC002537,SIN00635,denuncia,False,True,2024-08-18,False,False,
DOC002538,SIN00635,factura_taller,True,True,2024-08-18,False,False,
DOC002539,SIN00635,fotos,True,True,2024-08-18,False,False,
DOC002540,SIN00635,informe_perito,True,True,2024-08-18,True,False,
DOC002541,SIN00636,denuncia,True,True,2025-01-09,False,False,
DOC002542,SIN00636,factura_taller,True,True,2025-01-09,False,False,
DOC002543,SIN00636,fotos,True,True,2025-01-09,False,False,
DOC002544,SIN00636,informe_perito,True,True,2025-01-09,False,False,
DOC002545,SIN00637,denuncia,True,True,2025-10-03,False,False,
DOC002546,SIN00637,factura_taller,True,True,2025-10-03,False,False,
DOC002547,SIN00637,fotos,True,True,2025-10-03,False,False,
DOC002548,SIN00637,informe_perito,True,True,2025-10-03,False,False,
DOC002549,SIN00638,denuncia,True,True,2026-05-31,False,False,
DOC002550,SIN00638,factura_taller,False,True,2026-05-31,True,False,
DOC002551,SIN00638,fotos,True,True,2026-05-31,False,False,
DOC002552,SIN00638,informe_perito,True,False,2026-05-31,True,False,
DOC002553,SIN00639,denuncia,True,True,2025-07-17,False,False,
DOC002554,SIN00639,factura_taller,True,True,2025-07-17,False,False,
DOC002555,SIN00639,fotos,True,True,2025-07-17,False,False,
DOC002556,SIN00639,informe_perito,True,True,2025-07-17,False,False,
DOC002557,SIN00640,denuncia,True,True,2025-06-18,False,False,
DOC002558,SIN00640,factura_taller,True,True,2025-06-18,False,False,
DOC002559,SIN00640,fotos,True,False,2025-06-18,True,False,
DOC002560,SIN00640,informe_perito,False,True,2025-06-18,True,False,
DOC002561,SIN00641,denuncia,False,True,2025-08-28,False,False,
DOC002562,SIN00641,factura_taller,True,True,2025-08-28,False,False,
DOC002563,SIN00641,fotos,True,True,2025-08-28,False,False,
DOC002564,SIN00641,informe_perito,True,True,2025-08-28,False,False,
DOC002565,SIN00642,denuncia,True,True,2024-06-24,False,False,
DOC002566,SIN00642,factura_taller,True,True,2024-06-24,False,False,
DOC002567,SIN00642,fotos,True,True,2024-06-24,False,False,
DOC002568,SIN00642,informe_perito,True,True,2024-06-24,False,False,
DOC002569,SIN00643,denuncia,True,True,2025-03-16,False,False,
DOC002570,SIN00643,factura_taller,True,True,2025-03-16,False,False,
