id_asegurado,segmento,antiguedad_meses,ciudad,numero_polizas,reclamos_ultimos_12_meses,mora_actual,score_cliente_simulado,lista_restrictiva
ASE00493,Pyme,129,Loja,4,0,False,758,False
ASE00494,Pyme,22,Loja,2,0,False,627,False
ASE00495,Pyme,69,Manta,2,1,False,682,False
ASE00496,Pyme,21,Loja,1,0,False,717,False
ASE00497,Individual,47,Cuenca,3,0,False,691,False
ASE00498,Individual,121,Cuenca,4,0,False,613,False
ASE00499,Individual,60,Quito,1,0,False,750,False
ASE00500,Individual,94,Loja,4,1,False,586,False
ASE00501,Corporativo,69,Cuenca,2,1,False,793,False
ASE00502,Individual,21,Ambato,2,0,False,512,False
ASE00503,Corporativo,76,Cuenca,1,0,False,765,False
ASE00504,Individual,130,Cuenca,3,1,False,620,False
ASE00505,Individual,121,Quito,4,0,False,639,False
ASE00506,Individual,122,Portoviejo,1,0,False,530,False
ASE00507,Individual,27,Manta,2,0,False,665,False
ASE00508,Individual,80,Quito,4,0,False,697,False
ASE00509,Individual,1,Ambato,1,0,False,740,False
ASE00510,Pyme,53,Guayaquil,1,0,False,771,False
ASE00511,Individual,83,Manta,4,0,False,667,False
ASE00512,Individual,32,Quito,3,0,False,684,False
ASE00513,VIP,142,Guayaquil,4,0,False,713,False
ASE00514,Individual,49,Portoviejo,2,2,False,706,False
ASE00515,Individual,90,Guayaquil,3,2,False,797,False
ASE00516,VIP,100,Loja,3,0,False,699,False
ASE00517,Individual,44,Cuenca,4,0,False,613,False
ASE00518,Individual,30,Santo Domingo,3,0,False,730,False
ASE00519,Individual,3,Quito,3,1,True,529,False
ASE00520,Individual,108,Santo Domingo,4,0,False,576,False
ASE00521,Pyme,32,Ambato,4,0,False,659,False
ASE00522,Corporativo,140,Guayaquil,2,0,True,673,False
ASE00523,Corporativo,70,Cuenca,4,3,False,790,False
ASE00524,Individual,105,Loja,3,0,False,689,False
ASE00525,Individual,24,Quito,1,1,False,662,False
ASE00526,Pyme,12,Guayaquil,1,0,False,745,False
ASE00527,VIP,139,Ambato,4,0,False,731,False
ASE00528,VIP,37,Guayaquil,2,1,False,734,False
ASE00529,Individual,6,Portoviejo,3,1,False,769,False
ASE00530,Corporativo,17,Cuenca,2,0,False,746,False
ASE00531,Pyme,127,Cuenca,4,1,False,681,False
ASE00532,Corporativo,84,Cuenca,2,0,False,636,False
ASE00533,Individual,90,Quito,3,0,False,570,False
ASE00534,VIP,36,Loja,3,0,False,743,False
ASE00535,Pyme,122,Quito,4,0,False,692,False
ASE00536,Individual,44,Manta,4,0,False,755,False
ASE00537,Individual,7,Guayaquil,2,0,False,670,False
ASE00538,Individual,5,Cuenca,1,1,False,718,False
ASE00539,Pyme,113,Portoviejo,2,0,False,693,False
ASE00540,Individual,92,Portoviejo,2,1,False,556,False
ASE00541,Individual,28,Loja,4,0,False,653,False
ASE00542,Corporativo,99,Santo Domingo,1,0,True,505,False
ASE00543,Pyme,108,Portoviejo,2,1,False,685,False
ASE00544,Individual,81,Cuenca,1,0,False,900,False
ASE00545,Pyme,91,Cuenca,2,0,True,776,False
ASE00546,Individual,16,Loja,2,2,False,799,False
ASE00547,Individual,117,Portoviejo,2,0,True,660,False
ASE00548,Individual,101,Ambato,4,1,False,613,False
ASE00549,Individual,19,Santo Domingo,1,0,False,647,False
ASE00550,Corporativo,133,Manta,4,1,False,743,False
ASE00551,Corporativo,140,Ambato,4,0,False,590,False
ASE00552,Individual,130,Ambato,1,0,False,884,False
ASE00553,Individual,56,Loja,3,0,False,637,False
ASE00554,Corporativo,139,Manta,3,0,False,657,False
ASE00555,Individual,84,Portoviejo,4,1,False,785,False
ASE00556,Corporativo,125,Ambato,1,0,False,718,False
ASE00557,Individual,123,Manta,1,0,False,755,False
ASE00558,Individual,102,Cuenca,3,2,False,494,False
ASE00559,Individual,8,Quito,1,0,False,654,False
ASE00560,Individual,26,Manta,2,0,True,672,False
ASE00561,Corporativo,103,Portoviejo,1,3,False,683,False
ASE00562,Individual,143,Quito,4,0,False,828,False
ASE00563,Individual,16,Manta,2,0,False,627,False
ASE00564,Pyme,32,Cuenca,3,0,False,704,False
ASE00565,Individual,19,Ambato,1,1,False,827,False
ASE00566,Individual,56,Santo Domingo,3,0,False,499,False
ASE00567,VIP,100,Quito,2,0,False,561,False
ASE00568,Pyme,135,Portoviejo,3,0,False,648,False
ASE00569,Pyme,39,Quito,4,0,False,603,False
ASE00570,Corporativo,143,Ambato,4,0,False,579,False
ASE00571,Pyme,64,Quito,3,0,False,701,False
ASE00572,VIP,45,Cuenca,3,0,False,804,False
ASE00573,Pyme,113,Santo Domingo,1,1,False,573,False
ASE00574,Individual,135,Portoviejo,3,1,False,778,False
ASE00575,Individual,42,Cuenca,2,0,True,596,False
ASE00576,Individual,24,Cuenca,2,0,False,633,False
ASE00577,Individual,56,Manta,2,2,False,768,False
ASE00578,Individual,34,Cuenca,3,0,False,738,False
ASE00579,Individual,31,Santo Domingo,1,1,False,683,False
ASE00580,Pyme,9,Santo Domingo,1,0,False,678,False
ASE00581,Pyme,40,Quito,2,1,False,674,False
ASE00582,Individual,99,Loja,4,0,False,575,False
ASE00583,Individual,117,Loja,3,0,False,784,False
ASE00584,Individual,11,Manta,1,0,False,729,False
ASE00585,Individual,14,Cuenca,4,1,False,524,False
ASE00586,Individual,80,Portoviejo,1,0,False,768,False
ASE00587,Individual,113,Guayaquil,4,0,True,565,False
ASE00588,Corporativo,63,Cuenca,2,0,False,737,False
ASE00589,Individual,101,Ambato,3,1,False,565,False
ASE00590,Individual,45,Ambato,2,0,False,852,False
ASE00591,Individual,17,Guayaquil,4,0,False,785,False
ASE00592,Individual,105,Cuenca,4,1,False,765,False
ASE00593,VIP,122,Guayaquil,1,2,False,737,False
ASE00594,Individual,92,Loja,3,1,False,573,False
ASE00595,Individual,121,Manta,4,0,False,588,False
ASE00596,Individual,51,Santo Domingo,2,0,False,796,False
ASE00597,Pyme,89,Manta,1,1,False,724,False
ASE00598,Individual,31,Ambato,4,1,False,720,False
ASE00599,Corporativo,61,Cuenca,1,1,False,610,False
ASE00600,Individual,120,Quito,4,0,False,637,False
ASE00601,Individual,59,Santo Domingo,1,3,False,650,False
ASE00602,Pyme,93,Manta,3,0,False,725,False
ASE00603,Individual,134,Guayaquil,1,0,False,783,False
ASE00604,Individual,141,Cuenca,2,1,False,854,False
ASE00605,Pyme,75,Guayaquil,1,1,False,681,False
ASE00606,Individual,28,Cuenca,2,0,False,706,False
ASE00607,Corporativo,29,Quito,1,0,False,618,False
ASE00608,Individual,138,Quito,4,0,False,503,False
ASE00609,Individual,131,Portoviejo,4,0,False,736,False
ASE00610,Pyme,136,Portoviejo,3,0,False,539,False
ASE00611,Corporativo,24,Santo Domingo,4,0,True,638,False
ASE00612,Individual,132,Cuenca,2,0,False,687,False
ASE00613,Pyme,86,Quito,4,1,False,726,False
ASE00614,Pyme,61,Quito,2,0,True,672,False
ASE00615,Corporativo,81,Cuenca,1,0,False,759,False
ASE00616,Individual,113,Santo Domingo,3,0,False,769,False
ASE00617,Individual,98,Portoviejo,2,0,False,631,False
ASE00618,Pyme,70,Guayaquil,2,0,False,587,False
ASE00619,Individual,23,Manta,1,1,False,716,False
ASE00620,Individual,118,Santo Domingo,3,0,False,699,False
ASE00621,Pyme,45,Manta,1,0,False,698,False
ASE00622,Pyme,38,Guayaquil,4,0,False,727,False
ASE00623,Pyme,20,Quito,1,1,False,541,False
ASE00624,Individual,109,Manta,1,0,False,652,False
ASE00625,Pyme,93,Cuenca,3,0,False,821,False
ASE00626,Pyme,24,Manta,3,0,False,638,False
ASE00627,Individual,109,Ambato,3,0,False,722,False
ASE00628,Pyme,42,Ambato,4,0,False,620,True
ASE00629,VIP,99,Ambato,1,2,False,771,False
ASE00630,Individual,62,Santo Domingo,3,0,False,691,False
ASE00631,Individual,84,Quito,2,1,False,601,False
ASE00632,Individual,22,Manta,2,0,True,821,False
ASE00633,Corporativo,29,Quito,1,1,False,460,False
ASE00634,Individual,40,Ambato,2,0,False,599,False
ASE00635,VIP,67,Quito,4,0,False,756,False
ASE00636,Corporativo,103,Guayaquil,3,0,False,587,False
ASE00637,Pyme,68,Loja,2,0,False,570,False
ASE00638,Pyme,102,Guayaquil,4,1,False,558,False
ASE00639,Individual,71,Quito,4,0,False,635,False
ASE00640,Individual,120,Cuenca,4,2,False,686,False
ASE00641,Pyme,1,Manta,3,0,False,564,False
ASE00642,Individual,130,Manta,3,0,False,714,False
ASE00643,Individual,23,Guayaquil,4,1,False,721,False
ASE00644,Individual,37,Manta,3,0,False,734,False
ASE00645,Individual,110,Santo Domingo,3,0,False,585,False
ASE00646,Individual,107,Manta,4,0,False,713,False
ASE00647,Corporativo,92,Cuenca,4,1,False,598,False
ASE00648,Individual,23,Portoviejo,1,0,False,670,False
ASE00649,Pyme,22,Loja,1,0,False,696,False
ASE00650,Individual,97,Quito,3,1,False,829,False
ASE00651,Pyme,97,Ambato,1,2,False,776,False
ASE00652,Corporativo,3,Manta,4,0,False,743,False
ASE00653,Individual,51,Quito,3,0,False,808,False
ASE00654,Individual,6,Cuenca,2,1,False,602,False
ASE00655,Corporativo,120,Portoviejo,3,0,True,617,False
ASE00656,Individual,120,Santo Domingo,4,0,False,685,False
ASE00657,Corporativo,18,Loja,2,0,False,771,False
ASE00658,Corporativo,104,Quito,2,0,False,734,False
ASE00659,VIP,11,Manta,4,1,False,703,False
ASE00660,Corporativo,43,Guayaquil,2,0,False,813,False
ASE00661,Individual,108,Manta,3,0,False,724,False
ASE00662,Pyme,108,Quito,2,0,False,693,False
ASE00663,Individual,129,Guayaquil,1,0,False,650,False
ASE00664,Individual,45,Ambato,4,0,False,759,False
ASE00665,VIP,78,Santo Domingo,2,0,False,599,False
ASE00666,Individual,80,Quito,3,1,False,736,False
ASE00667,Individual,49,Loja,1,0,False,743,False
ASE00668,Corporativo,111,Portoviejo,3,1,False,705,False
ASE00669,VIP,71,Manta,4,0,False,786,False
ASE00670,Individual,28,Ambato,2,0,False,835,False
ASE00671,VIP,60,Quito,1,0,False,605,False
ASE00672,Pyme,52,Cuenca,2,2,True,737,False
ASE00673,Pyme,127,Ambato,4,0,False,620,False
ASE00674,Individual,51,Loja,1,0,False,715,False
ASE00675,Individual,131,Quito,1,0,False,652,False
ASE00676,Individual,97,Santo Domingo,4,0,False,637,False
ASE00677,Individual,66,Loja,1,0,False,660,False
ASE00678,Individual,31,Cuenca,2,1,False,734,False
ASE00679,Individual,135,Ambato,2,1,False,697,False
ASE00680,Individual,89,Cuenca,4,1,False,671,False
ASE00681,Individual,125,Manta,3,0,False,787,False
ASE00682,Individual,108,Portoviejo,2,0,False,782,False
ASE00683,Pyme,65,Guayaquil,4,0,False,698,False
ASE00684,Individual,34,Cuenca,3,1,False,556,False
ASE00685,Individual,69,Guayaquil,3,0,False,478,False
ASE00686,Pyme,53,Loja,4,0,False,655,False
ASE00687,Corporativo,53,Guayaquil,3,0,False,738,False
ASE00688,Individual,7,Santo Domingo,1,1,True,590,False
ASE00689,Individual,80,Loja,3,0,False,788,False
ASE00690,Corporativo,77,Manta,3,0,False,606,False
ASE00691,Individual,7,Manta,1,0,False,800,False
ASE00692,Individual,73,Ambato,1,0,False,793,False
ASE00693,Pyme,59,Manta,4,0,False,754,False
ASE00694,Individual,99,Guayaquil,4,0,False,617,False
ASE00695,Pyme,133,Cuenca,4,2,False,820,False
ASE00696,Corporativo,78,Ambato,4,1,True,670,False
ASE00697,Pyme,129,Santo Domingo,2,0,False,670,False
ASE00698,Individual,124,Quito,2,1,False,685,False
ASE00699,Pyme,24,Santo Domingo,2,0,True,564,False
ASE00700,Pyme,121,Manta,2,0,True,746,False
ASE00701,Individual,26,Guayaquil,1,1,False,788,False
ASE00702,Individual,17,Santo Domingo,3,1,False,761,False
ASE00703,VIP,27,Loja,3,0,False,659,False
ASE00704,Individual,85,Quito,4,0,False,627,False
ASE00705,Individual,7,Quito,3,0,False,637,False
ASE00706,Individual,98,Loja,3,0,False,812,False
ASE00707,Individual,91,Portoviejo,2,3,False,775,False
ASE00708,Individual,67,Guayaquil,4,0,True,668,False
ASE00709,Individual,4,Loja,2,0,False,637,False
ASE00710,Individual,40,Loja,4,0,False,576,True
ASE00711,Individual,81,Manta,3,0,False,656,False
ASE00712,VIP,22,Guayaquil,1,2,False,636,False
ASE00713,Individual,87,Cuenca,4,1,False,798,False
ASE00714,Corporativo,108,Guayaquil,2,0,False,543,False
ASE00715,Individual,111,Guayaquil,1,2,False,681,False
ASE00716,Individual,3,Guayaquil,1,0,False,818,False
ASE00717,Pyme,69,Guayaquil,3,0,False,685,False
ASE00718,Pyme,76,Ambato,1,0,False,655,False
ASE00719,Pyme,46,Ambato,3,0,False,535,False
ASE00720,Individual,143,Cuenca,1,0,False,764,False
ASE00721,Corporativo,52,Ambato,3,0,False,670,False
ASE00722,Pyme,104,Quito,4,0,False,619,False
ASE00723,VIP,95,Loja,4,0,False,756,False
ASE00724,VIP,24,Ambato,4,0,False,676,False
ASE00725,Pyme,9,Ambato,4,1,False,559,False
ASE00726,Pyme,122,Ambato,4,1,False,719,False
ASE00727,VIP,37,Santo Domingo,1,0,False,764,False
ASE00728,Pyme,94,Guayaquil,1,1,True,627,False
ASE00729,Individual,62,Loja,1,1,False,838,False
ASE00730,Individual,112,Portoviejo,2,0,False,589,False
ASE00731,Individual,74,Manta,1,2,False,858,False
ASE00732,Pyme,39,Manta,2,1,False,651,False
ASE00733,Pyme,29,Loja,3,0,False,864,False
ASE00734,Individual,135,Santo Domingo,2,0,False,699,False
ASE00735,Individual,97,Quito,4,2,False,668,False
ASE00736,Individual,98,Loja,4,1,False,604,False
ASE00737,Individual,82,Loja,3,0,False,644,False
ASE00738,Pyme,34,Manta,3,0,False,559,False
ASE00739,VIP,36,Cuenca,1,0,False,625,False
ASE00740,Individual,50,Portoviejo,3,0,False,789,False
ASE00741,Pyme,134,Loja,2,1,False,617,False
ASE00742,Individual,26,Manta,4,0,False,792,False
ASE00743,Pyme,67,Loja,3,0,False,669,False
ASE00744,Individual,2,Quito,2,0,False,694,False
ASE00745,Pyme,18,Santo Domingo,4,0,False,692,False
ASE00746,Individual,11,Ambato,4,0,False,618,False
ASE00747,Pyme,108,Manta,4,0,False,770,False
ASE00748,Individual,22,Ambato,4,3,False,645,False
ASE00749,Individual,29,Quito,1,0,False,624,False
ASE00750,Corporativo,125,Guayaquil,2,1,False,798,False
ASE00751,Pyme,104,Guayaquil,3,1,False,640,False
ASE00752,Individual,88,Loja,3,0,False,583,False
ASE00753,Corporativo,129,Ambato,4,0,True,638,False
ASE00754,Individual,64,Santo Domingo,4,1,False,739,False
ASE00755,Individual,81,Santo Domingo,1,0,False,647,False
ASE00756,Individual,75,Manta,1,1,False,706,False
ASE00757,Pyme,125,Quito,1,0,False,739,False
ASE00758,Corporativo,135,Cuenca,2,0,False,765,False
ASE00759,Corporativo,42,Quito,1,0,False,815,False
ASE00760,Pyme,56,Quito,1,0,False,785,False
ASE00761,Corporativo,92,Santo Domingo,3,1,False,711,False
ASE00762,Corporativo,58,Loja,4,0,False,622,False
ASE00763,Individual,25,Manta,4,1,False,674,False
ASE00764,Pyme,26,Quito,2,0,False,584,False
ASE00765,VIP,13,Loja,1,0,False,636,False
ASE00766,Individual,22,Loja,2,0,False,753,False
ASE00767,Individual,113,Loja,3,0,False,699,False
ASE00768,Corporativo,4,Cuenca,1,0,False,637,False
ASE00769,Individual,102,Cuenca,1,0,False,700,False
ASE00770,Individual,80,Quito,4,0,False,603,False
ASE00771,Corporativo,134,Quito,4,0,True,765,False
ASE00772,Pyme,82,Santo Domingo,2,0,False,677,False
ASE00773,Individual,132,Cuenca,4,0,True,839,True
ASE00774,Individual,76,Loja,1,0,False,588,False
ASE00775,Individual,125,Quito,2,0,False,608,False
ASE00776,Individual,106,Cuenca,2,0,False,640,False
ASE00777,Pyme,89,Manta,4,0,False,698,False
ASE00778,Individual,22,Quito,2,1,False,683,False
ASE00779,Pyme,80,Manta,1,0,False,674,False
ASE00780,VIP,83,Ambato,3,0,False,777,False
ASE00781,Pyme,36,Portoviejo,1,0,False,733,False
ASE00782,Pyme,136,Portoviejo,2,1,False,568,False
ASE00783,Corporativo,27,Ambato,4,0,False,681,False
ASE00784,Individual,87,Loja,2,0,False,551,False
ASE00785,Individual,65,Santo Domingo,1,0,False,828,False
ASE00786,Pyme,112,Portoviejo,1,0,False,621,False
ASE00787,Pyme,87,Guayaquil,4,0,False,723,False
ASE00788,VIP,73,Manta,1,1,False,649,False
ASE00789,Individual,59,Cuenca,2,0,False,644,False
ASE00790,Individual,16,Manta,3,1,False,538,False
ASE00791,Individual,140,Cuenca,3,0,False,655,False
ASE00792,Individual,141,Cuenca,3,2,False,665,False
ASE00793,Individual,119,Ambato,3,1,False,712,False
ASE00794,Individual,50,Quito,1,0,False,786,False
ASE00795,VIP,90,Portoviejo,4,0,False,809,False
ASE00796,Pyme,25,Cuenca,3,1,False,900,False
ASE00797,Individual,59,Ambato,3,0,False,524,False
ASE00798,Pyme,82,Ambato,4,0,False,864,False
ASE00799,Individual,9,Santo Domingo,1,1,False,725,False
ASE00800,Individual,18,Santo Domingo,1,0,False,735,False
ASE00801,Pyme,129,Santo Domingo,1,1,False,664,False
ASE00802,Pyme,54,Santo Domingo,4,0,False,685,False
ASE00803,Pyme,111,Cuenca,4,2,True,739,False
ASE00804,Individual,79,Quito,1,0,False,722,False
ASE00805,Individual,49,Guayaquil,1,0,False,608,False
ASE00806,Individual,2,Loja,4,0,False,618,False
ASE00807,Pyme,24,Santo Domingo,4,0,False,608,False
ASE00808,Corporativo,127,Quito,3,2,False,634,False
ASE00809,Corporativo,110,Guayaquil,4,0,True,579,False
ASE00810,VIP,35,Santo Domingo,3,0,False,607,False
ASE00811,Individual,75,Santo Domingo,2,1,False,778,False
ASE00812,Pyme,83,Cuenca,1,0,False,747,False
ASE00813,VIP,99,Guayaquil,2,0,False,650,False
ASE00814,Individual,97,Manta,4,0,False,615,False
ASE00815,Individual,92,Manta,4,0,False,555,False
ASE00816,Individual,59,Quito,2,0,False,670,False
ASE00817,Pyme,93,Portoviejo,4,1,False,519,False
ASE00818,Pyme,130,Portoviejo,2,1,False,733,False
ASE00819,Individual,19,Cuenca,1,0,False,684,False
ASE00820,VIP,112,Santo Domingo,4,2,False,608,False
ASE00821,Individual,61,Loja,4,0,False,555,False
ASE00822,Pyme,95,Loja,2,0,False,610,False
ASE00823,Individual,69,Manta,3,0,False,766,False
ASE00824,Pyme,85,Manta,4,0,False,742,False
ASE00825,Individual,93,Cuenca,1,0,False,692,False
ASE00826,Individual,115,Guayaquil,1,0,False,709,False
ASE00827,Individual,67,Santo Domingo,1,0,False,705,False
ASE00828,Pyme,14,Portoviejo,4,3,False,739,False
ASE00829,Corporativo,8,Manta,1,0,False,566,False
ASE00830,Individual,126,Ambato,2,1,False,692,False
ASE00831,VIP,126,Quito,4,1,False,659,True
ASE00832,Individual,47,Santo Domingo,4,0,False,716,False
ASE00833,Individual,133,Santo Domingo,3,0,False,636,False
ASE00834,Individual,8,Loja,1,0,False,659,False
ASE00835,Individual,121,Quito,4,0,False,701,False
ASE00836,Individual,53,Santo Domingo,3,0,False,742,False
ASE00837,Corporativo,38,Cuenca,1,0,False,616,False
ASE00838,Individual,49,Ambato,4,0,False,724,False
ASE00839,Pyme,114,Cuenca,2,0,False,666,False
ASE00840,Individual,143,Cuenca,2,0,False,607,False
ASE00841,Individual,28,Portoviejo,1,1,False,699,False
ASE00842,Individual,42,Santo Domingo,1,1,False,625,False
ASE00843,Individual,34,Manta,4,0,False,592,False
ASE00844,Individual,50,Cuenca,2,0,False,821,False
ASE00845,Pyme,39,Santo Domingo,2,1,False,715,False
ASE00846,Corporativo,120,Manta,3,1,False,601,False
ASE00847,Individual,125,Portoviejo,2,2,False,752,False
ASE00848,Individual,116,Portoviejo,1,0,False,706,False
ASE00849,Pyme,131,Loja,4,0,False,717,False
ASE00850,Individual,66,Portoviejo,1,0,False,695,False
ASE00851,Individual,115,Guayaquil,3,0,False,579,False
ASE00852,VIP,125,Ambato,3,0,False,559,False
ASE00853,Individual,65,Cuenca,1,0,False,680,False
ASE00854,Individual,3,Portoviejo,3,0,False,560,False
ASE00855,Individual,119,Quito,1,1,False,642,False
ASE00856,Individual,104,Quito,3,2,True,532,False
ASE00857,Corporativo,127,Manta,3,1,False,639,False
ASE00858,Pyme,12,Loja,2,1,False,685,False
ASE00859,Individual,140,Santo Domingo,3,0,False,658,False
ASE00860,Individual,25,Ambato,3,0,False,721,True
ASE00861,Pyme,98,Quito,2,0,False,686,False
ASE00862,Pyme,138,Quito,3,0,False,723,False
ASE00863,Individual,132,Quito,1,0,False,707,False
ASE00864,Individual,142,Ambato,3,0,False,732,False
ASE00865,Pyme,135,Loja,2,1,False,645,False
ASE00866,Individual,91,Quito,3,0,False,744,False
ASE00867,Pyme,97,Quito,2,0,False,681,False
ASE00868,Individual,65,Portoviejo,1,2,False,699,False
ASE00869,Individual,61,Portoviejo,4,1,False,681,False
ASE00870,Individual,125,Manta,3,0,False,652,False
ASE00871,Pyme,59,Loja,3,1,False,721,False
ASE00872,Individual,60,Quito,1,1,False,548,False
ASE00873,Individual,34,Loja,3,0,False,588,False
ASE00874,Individual,79,Manta,2,0,False,539,False
ASE00875,Individual,134,Cuenca,1,0,False,734,False
ASE00876,Individual,16,Cuenca,2,1,False,644,False
ASE00877,Individual,92,Manta,2,1,False,717,False
ASE00878,Pyme,75,Ambato,1,0,True,834,False
ASE00879,Individual,103,Santo Domingo,4,0,False,740,False
ASE00880,Individual,20,Guayaquil,1,2,False,499,False
ASE00881,Individual,12,Ambato,3,0,False,591,False
ASE00882,Pyme,46,Cuenca,1,1,True,767,False
ASE00883,Corporativo,77,Portoviejo,4,1,False,674,False
ASE00884,Pyme,36,Guayaquil,2,0,False,767,False
ASE00885,Individual,83,Guayaquil,4,0,False,843,False
ASE00886,Individual,105,Ambato,3,0,False,616,False
ASE00887,Individual,3,Guayaquil,1,0,False,881,False
ASE00888,Individual,93,Santo Domingo,2,0,False,670,False
ASE00889,Pyme,52,Ambato,4,1,False,676,False
ASE00890,Individual,120,Portoviejo,3,0,False,749,False
ASE00891,Individual,135,Santo Domingo,2,0,False,900,False
ASE00892,Individual,128,Santo Domingo,4,0,False,682,False
ASE00893,Individual,23,Ambato,3,2,False,827,False
ASE00894,Corporativo,16,Portoviejo,1,0,False,770,False
ASE00895,Pyme,115,Cuenca,2,0,False,693,False
ASE00896,Pyme,142,Loja,2,1,False,722,False
ASE00897,VIP,38,Guayaquil,4,0,False,609,False
ASE00898,Pyme,122,Portoviejo,3,0,False,657,False
ASE00899,Pyme,84,Portoviejo,4,0,False,567,False
ASE00900,Pyme,51,Loja,1,0,False,752,False
ASE00901,Pyme,9,Manta,1,2,False,590,False
ASE00902,VIP,82,Guayaquil,3,0,False,677,False
ASE00903,Individual,90,Quito,3,0,False,547,False
ASE00904,Individual,11,Manta,1,0,False,606,False
ASE00905,Individual,54,Portoviejo,1,0,False,538,False
ASE00906,VIP,31,Cuenca,4,1,False,678,False
ASE00907,Individual,16,Guayaquil,2,2,False,612,False
ASE00908,Corporativo,46,Cuenca,4,0,False,664,False
ASE00909,Individual,14,Ambato,3,0,False,783,False
ASE00910,VIP,73,Portoviejo,2,2,False,797,False
ASE00911,Individual,117,Quito,2,1,False,537,False
ASE00912,Individual,13,Guayaquil,2,0,True,553,False
ASE00913,Pyme,108,Santo Domingo,4,0,False,730,False
ASE00914,Individual,142,Santo Domingo,3,0,False,704,False
ASE00915,Individual,27,Portoviejo,4,0,True,721,False
ASE00916,Individual,130,Cuenca,3,0,False,730,False
ASE00917,Individual,139,Ambato,3,0,False,774,False
ASE00918,Corporativo,56,Guayaquil,4,0,False,716,False
ASE00919,Individual,10,Cuenca,3,2,False,720,False
ASE00920,Pyme,118,Quito,4,0,True,678,False
ASE00921,Individual,7,Cuenca,2,0,True,591,False
ASE00922,Individual,73,Cuenca,4,1,False,698,False
ASE00923,Corporativo,47,Santo Domingo,4,0,False,731,False
ASE00924,Corporativo,35,Manta,2,0,False,580,False
ASE00925,Individual,67,Portoviejo,3,0,False,838,False
ASE00926,Pyme,79,Guayaquil,3,1,False,769,False
ASE00927,Individual,20,Guayaquil,4,1,False,528,False
ASE00928,Individual,20,Quito,1,0,False,708,False
ASE00929,Individual,138,Manta,4,0,False,645,False
ASE00930,Individual,91,Portoviejo,4,0,False,816,False
ASE00931,Individual,102,Santo Domingo,2,1,False,770,False
ASE00932,Pyme,121,Cuenca,2,0,False,765,False
ASE00933,Individual,27,Portoviejo,4,1,False,699,False
ASE00934,Corporativo,7,Cuenca,3,0,False,740,False
ASE00935,Individual,60,Portoviejo,3,0,False,769,False
ASE00936,Pyme,13,Ambato,2,0,True,566,False
ASE00937,Individual,31,Loja,1,0,False,691,False
ASE00938,Pyme,37,Ambato,4,0,False,672,False
ASE00939,Individual,21,Quito,1,0,False,685,False
ASE00940,Individual,24,Portoviejo,3,0,False,761,False
ASE00941,Pyme,135,Cuenca,4,0,False,642,False
ASE00942,VIP,14,Manta,3,0,False,569,False
ASE00943,Pyme,37,Loja,3,1,False,573,False
ASE00944,Individual,108,Manta,2,0,False,744,False
ASE00945,Individual,30,Manta,1,1,False,574,False
ASE00946,Individual,35,Cuenca,1,1,False,637,False
ASE00947,Individual,46,Manta,2,0,False,719,False
ASE00948,Individual,108,Santo Domingo,3,0,False,605,False
ASE00949,VIP,128,Cuenca,3,1,False,516,False
ASE00950,Individual,42,Quito,2,1,False,670,False
ASE00951,Individual,118,Guayaquil,2,0,False,694,False
ASE00952,Individual,64,Loja,3,0,False,566,False
ASE00953,Individual,104,Quito,4,0,False,726,False
ASE00954,Individual,106,Cuenca,4,0,False,579,False
ASE00955,Individual,68,Guayaquil,3,2,True,522,False
ASE00956,Individual,131,Loja,2,0,False,735,False
ASE00957,Pyme,2,Guayaquil,3,0,False,696,False
ASE00958,VIP,66,Santo Domingo,1,0,False,690,False
ASE00959,Individual,40,Ambato,4,2,False,551,False
ASE00960,Individual,50,Portoviejo,3,2,False,505,False
ASE00961,Pyme,50,Manta,1,0,False,655,False
ASE00962,Individual,95,Loja,2,3,False,628,False
ASE00963,Individual,109,Quito,2,0,False,602,False
ASE00964,Individual,36,Loja,1,0,False,672,False
ASE00965,VIP,44,Santo Domingo,4,2,True,742,False
ASE00966,Pyme,34,Cuenca,3,0,False,584,False
ASE00967,Individual,129,Ambato,1,0,False,680,False
ASE00968,Individual,22,Guayaquil,4,2,False,660,False
ASE00969,Corporativo,129,Quito,1,0,False,861,False
ASE00970,Individual,41,Santo Domingo,3,0,False,635,False
ASE00971,Individual,112,Portoviejo,3,0,False,593,False
ASE00972,Pyme,81,Ambato,4,0,False,687,False
ASE00973,Pyme,3,Portoviejo,4,0,False,900,False
ASE00974,Individual,91,Loja,3,0,False,589,False
ASE00975,Individual,70,Cuenca,2,0,True,609,False
ASE00976,Individual,134,Guayaquil,4,0,False,663,False
ASE00977,VIP,49,Ambato,4,2,False,580,False
ASE00978,Individual,42,Loja,4,1,False,743,False
ASE00979,Individual,47,Loja,3,0,False,598,False
ASE00980,Pyme,108,Loja,3,0,False,691,False
ASE00981,Corporativo,10,Guayaquil,4,0,False,660,False
ASE00982,Pyme,91,Ambato,3,1,True,759,False
ASE00983,Individual,57,Ambato,3,1,False,788,False
ASE00984,Individual,136,Santo Domingo,1,0,False,711,False
ASE00985,Individual,69,Manta,3,2,False,612,False
ASE00986,Pyme,138,Santo Domingo,3,0,True,698,False
ASE00987,Individual,137,Portoviejo,2,0,False,639,False
ASE00988,VIP,68,Santo Domingo,3,0,False,699,False
ASE00989,VIP,32,Manta,4,0,False,646,False
